Date and Time     Completed      Estimated Time Left
11-09-2023 18:36      1%    2 days and  21 hours
11-09-2023 19:19      2%    2 days and  21 hours
11-09-2023 20:02      3%    2 days and  21 hours
11-09-2023 20:46      4%    2 days and  21 hours
11-09-2023 21:31      5%    2 days and  21 hours
11-09-2023 22:17      6%    2 days and  21 hours
11-09-2023 23:01      7%    2 days and  20 hours
11-09-2023 23:46      8%    2 days and  19 hours
12-09-2023 00:33      9%    2 days and  19 hours
12-09-2023 01:18     10%    2 days and  19 hours
12-09-2023 02:03     11%    2 days and  18 hours
12-09-2023 02:48     12%    2 days and  17 hours
12-09-2023 03:33     13%    2 days and  17 hours
12-09-2023 04:18     14%    2 days and  16 hours
12-09-2023 05:03     15%    2 days and  15 hours
12-09-2023 05:50     16%    2 days and  15 hours
12-09-2023 06:36     17%    2 days and  14 hours
12-09-2023 07:21     18%    2 days and  13 hours
12-09-2023 08:07     19%    2 days and  13 hours
12-09-2023 08:54     20%    2 days and  12 hours
12-09-2023 09:43     21%    2 days and  12 hours
12-09-2023 10:35     22%    2 days and  11 hours
12-09-2023 11:30     23%    2 days and  11 hours
