# Molecule: CO2                     
# Box 1                   Boltzmann             Biased
   0.3945197568E-002   0.8876152959E+003   0.8833638894E+003
   0.3946671888E-002   0.8868907298E+003   0.8826031271E+003
   0.3948146209E-002   0.8861305570E+003   0.8818141327E+003
   0.3949620529E-002   0.8853383291E+003   0.8810012801E+003
   0.3951094850E-002   0.8845180374E+003   0.8801692821E+003
   0.3952569170E-002   0.8836740777E+003   0.8793231307E+003
   0.3954043490E-002   0.8828112010E+003   0.8784680236E+003
   0.3955517811E-002   0.8819344478E+003   0.8776092807E+003
   0.3956992131E-002   0.8810490693E+003   0.8767522517E+003
   0.3958466451E-002   0.8801604365E+003   0.8759022197E+003
   0.3959940772E-002   0.8792739416E+003   0.8750643038E+003


# Box 2                   Boltzmann             Biased
   0.3649294265E-002   0.5278288157E+002   0.5191614045E+002
   0.3709949246E-002   0.5434536426E+002   0.5356853884E+002
   0.3770604227E-002   0.5645926795E+002   0.5576422534E+002
   0.3831259208E-002   0.5918989048E+002   0.5852916466E+002
   0.3891914189E-002   0.6266417884E+002   0.6199086277E+002
   0.3952569170E-002   0.6703915131E+002   0.6633031811E+002
   0.4013224151E-002   0.7222715433E+002   0.7148747754E+002
   0.4073879132E-002   0.7758864053E+002   0.7683603092E+002
   0.4134534113E-002   0.8232153536E+002   0.8148126220E+002
   0.4195189094E-002   0.8620411374E+002   0.8504294396E+002
   0.4255844075E-002   0.8938844444E+002   0.8771291436E+002


# Molecule: AR                      
# Box 1                   Boltzmann             Biased
   0.3945197568E-002   0.9417656525E+002   0.9565353028E+002
   0.3946671888E-002   0.9472314840E+002   0.9622936205E+002
   0.3948146209E-002   0.9528981410E+002   0.9682202070E+002
   0.3949620529E-002   0.9587518980E+002   0.9742969002E+002
   0.3951094850E-002   0.9647766041E+002   0.9805035335E+002
   0.3952569170E-002   0.9709537891E+002   0.9868181829E+002
   0.3954043490E-002   0.9772628513E+002   0.9932174848E+002
   0.3955517811E-002   0.9836813285E+002   0.9996770191E+002
   0.3956992131E-002   0.9901852470E+002   0.1006171743E+003
   0.3958466451E-002   0.9967495393E+002   0.1012676464E+003
   0.3959940772E-002   0.1003348517E+003   0.1019166326E+003


# Box 2                   Boltzmann             Biased
   0.3649294265E-002   0.8433610364E+002   0.8465455630E+002
   0.3709949246E-002   0.8614375192E+002   0.8649510181E+002
   0.3770604227E-002   0.8817853935E+002   0.8857913060E+002
   0.3831259208E-002   0.9027279978E+002   0.9070152725E+002
   0.3891914189E-002   0.9233971956E+002   0.9277623929E+002
   0.3952569170E-002   0.9440972931E+002   0.9484049204E+002
   0.4013224151E-002   0.9658391949E+002   0.9697161487E+002
   0.4073879132E-002   0.9891424950E+002   0.9918186147E+002
   0.4134534113E-002   0.1013092332E+003   0.1013375855E+003
   0.4195189094E-002   0.1036282328E+003   0.1032659569E+003
   0.4255844075E-002   0.1057239928E+003   0.1048886309E+003


