Date and Time     Completed      Estimated Time Left
11-09-2023 18:37      1%    2 days and  21 hours
11-09-2023 19:19      2%    2 days and  20 hours
11-09-2023 20:01      3%    2 days and  20 hours
11-09-2023 20:42      4%    2 days and  19 hours
11-09-2023 21:24      5%    2 days and  18 hours
11-09-2023 22:06      6%    2 days and  18 hours
11-09-2023 22:48      7%    2 days and  17 hours
11-09-2023 23:31      8%    2 days and  17 hours
12-09-2023 00:15      9%    2 days and  16 hours
12-09-2023 00:59     10%    2 days and  16 hours
12-09-2023 01:42     11%    2 days and  15 hours
12-09-2023 02:27     12%    2 days and  15 hours
12-09-2023 03:11     13%    2 days and  14 hours
12-09-2023 03:56     14%    2 days and  14 hours
12-09-2023 04:41     15%    2 days and  13 hours
12-09-2023 05:24     16%    2 days and  12 hours
12-09-2023 06:08     17%    2 days and  12 hours
12-09-2023 06:53     18%    2 days and  11 hours
12-09-2023 07:39     19%    2 days and  11 hours
12-09-2023 08:24     20%    2 days and  10 hours
12-09-2023 09:09     21%    2 days and   9 hours
12-09-2023 09:55     22%    2 days and   9 hours
12-09-2023 10:41     23%    2 days and   8 hours
12-09-2023 11:29     24%    2 days and   8 hours
12-09-2023 12:16     25%    2 days and   7 hours
12-09-2023 13:06     26%    2 days and   7 hours
12-09-2023 13:57     27%    2 days and   6 hours
12-09-2023 14:51     28%    2 days and   6 hours
12-09-2023 15:46     29%    2 days and   6 hours
12-09-2023 16:45     30%    2 days and   5 hours
