Simulation state at cycle:     147000
##############################################################################                                           

Number-of-molecules: 2002  

Box-size(s):    58.358986   35.937952

------------------------------------------------------------------------------                                           

Deltas
Translation per molecule type
Box 1    0.8935866815E+000   0.1460140159E+001
Box 2    0.2588711247E+001   0.5255790463E+001

Rotation per molecule type
Box 1    0.5422372398E+002   0.9000000000E+002
Box 2    0.1800000000E+003   0.1800000000E+003

Volume    Delta_Volume
Box 1   0.1605984035E+004
Box 2   0.6254991148E+004

------------------------------------------------------------------------------                                           

Molecules in box 1
##############################################################################                                           
Moleculetype  1
Number-of-molecules: 947   
Atomtype         X                  Y                   Z
  2       17.8203984467       54.2155617258       10.4888555188
  3       18.6488940239       54.8054978387        9.9310289677
  2       19.4773896012       55.3954339515        9.3732024164
  2       55.4422678264       10.3213839536       35.6201592092
  3       55.1462331779       10.3112430870       34.4986153403
  2       54.8501985295       10.3011022202       33.3770714715
  2       13.8427380995       19.9277408725       44.1826818757
  3       13.4934442661       20.7868741904       43.4859152289
  2       13.1441504329       21.6460075083       42.7891485821
  2       23.5816526945       13.0618715448       18.9443985581
  3       23.9763242704       13.6521795646       19.8616612188
  2       24.3709958462       14.2424875843       20.7789238797
  2       24.5279753051        4.7216885638        8.5704448561
  3       23.9708412436        4.4857104796        9.5601498532
  2       23.4137071820        4.2497323955       10.5498548503
  2       12.8527045067       25.2462561347       43.3780399805
  3       11.8029748811       24.7742160041       43.2336591361
  2       10.7532452556       24.3021758736       43.0892782916
  2       22.2233111047       49.7389159043        1.2403555795
  3       21.8397394770       50.8228058751        1.0865526620
  2       21.4561678491       51.9066958460        0.9327497443
  2       49.6732067583        9.2224648349       29.8336887013
  3       48.7694533978        9.6145791107       29.2212540043
  2       47.8657000372       10.0066933864       28.6088193073
  2       28.8690026815       23.2733836581       29.3348202489
  3       28.3879861741       24.1363900482       29.9426385527
  2       27.9069696668       24.9993964382       30.5504568566
  2       55.7173774031       46.0059135680       43.1356664627
  3       55.1942396934       45.1056529749       43.6469959076
  2       54.6711019837       44.2053923818       44.1583253525
  2       43.2077665298       46.5181566307        1.1908180102
  3       44.2133493441       46.1923431382        0.7130641284
  2       45.2189321586       45.8665296459        0.2353102466
  2       44.1540546171       30.0394371423       26.8492097865
  3       44.4379483369       29.5850150867       25.8203730885
  2       44.7218420567       29.1305930310       24.7915363903
  2       18.7848274010       12.7769078380       23.3134857898
  3       19.2403899163       12.9572186407       22.2620340272
  2       19.6959524316       13.1375294435       21.2105822646
  2       29.7716901897       52.9511143368       13.8576560974
  3       28.7529390219       53.3553751384       14.2375498491
  2       27.7341878543       53.7596359400       14.6174436008
  2       19.6047583599       42.6617843008       11.4655575154
  3       19.4927530810       41.9031757303       10.5951737758
  2       19.3807478022       41.1445671598        9.7247900360
  2       33.4575155624       28.4838228550       21.0969488568
  3       34.0413459818       28.2668841833       22.0755599410
  2       34.6251764012       28.0499455115       23.0541710252
  2       22.4438013101       40.5018287403       54.5523618539
  3       23.5438587220       40.7842361450       54.3163115444
  2       24.6439161336       41.0666435497       54.0802612349
  2       37.8478309634       34.9438400052       34.2268246203
  3       37.7024267340       34.4463873693       35.2646099955
  2       37.5570225046       33.9489347333       36.3023953707
  2       56.1005881102       53.1593138055       31.2376924779
  3       55.8303094952       53.9031556839       32.0857778097
  2       55.5600308803       54.6469975623       32.9338631416
  2       39.0886792078       45.4681598619       21.3150148532
  3       37.9715207870       45.5613534826       21.0169007610
  2       36.8543623663       45.6545471033       20.7187866687
  2       58.3054756149       10.9599219090       17.2603625899
  3       57.1474858003       10.9930585940       17.2006838720
  2       55.9894959857       11.0261952790       17.1410051541
  2        4.6593642705       16.0668202229       43.2438126858
  3        5.6706323261       16.4893405989       42.8637949864
  2        6.6819003816       16.9118609749       42.4837772872
  2       30.6625952138       12.6446916415       22.7175717372
  3       30.6172280767       11.8953099486       23.6018617922
  2       30.5718609396       11.1459282558       24.4861518471
  2       28.9210662910       26.6550171217        6.0494027890
  3       29.5995087402       26.0982418548        6.8078994240
  2       30.2779511894       25.5414665880        7.5663960590
  2       50.9245524365        5.6816334865       40.0114297107
  3       51.0646255724        4.6490272464       40.5210411996
  2       51.2046987082        3.6164210064       41.0306526886
  2       41.8344401238       22.9793371017       17.7978114708
  3       42.3513128381       22.3214270615       16.9943209754
  2       42.8681855524       21.6635170213       16.1908304800
  2       33.7214735036       49.4145638270       30.3607434088
  3       34.4486591260       48.6129775025       29.9432982805
  2       35.1758447483       47.8113911780       29.5258531523
  2       40.2886185996       38.6279239374        1.8203318373
  3       40.4679596355       37.4875790504        1.9345698843
  2       40.6473006715       36.3472341633        2.0488079314
  2       57.3555721443       14.6399515198       10.8861201951
  3       56.6695218115       13.7690897694       10.5447483267
  2       55.9834714785       12.8982280191       10.2033764582
  2       25.1876393765       18.0882399796       41.6296810237
  3       25.7051121742       17.1340358065       42.0387241747
  2       26.2225849720       16.1798316332       42.4477673258
  2       16.0802411624       49.4309056947       58.0326304081
  3       14.9311936888       49.3823715887       58.1840713010
  2       13.7821462153       49.3338374827       58.3355121940
  2        6.7404624776       12.9946831301       22.0797926591
  3        7.5964094763       12.4793041408       21.4904377295
  2        8.4523564749       11.9639251516       20.9010828001
  2       55.3753052577        2.5116490851       37.2331043276
  3       55.3342700113        3.6654085424       37.3460433522
  2       55.2932347647        4.8191679997       37.4589823769
  2       22.4920589677       17.3121198012       41.4300686350
  3       21.9847124533       18.2129195144       41.9561478980
  2       21.4773659388       19.1137192277       42.4822271610
  2       55.3496584093        6.3510910677       55.6805442001
