Date and Time     Completed      Estimated Time Left
11-09-2023 18:36      1%    2 days and  21 hours
11-09-2023 19:17      2%    2 days and  20 hours
11-09-2023 19:59      3%    2 days and  19 hours
11-09-2023 20:41      4%    2 days and  19 hours
11-09-2023 21:22      5%    2 days and  18 hours
11-09-2023 22:04      6%    2 days and  17 hours
11-09-2023 22:45      7%    2 days and  17 hours
11-09-2023 23:27      8%    2 days and  16 hours
12-09-2023 00:08      9%    2 days and  15 hours
12-09-2023 00:49     10%    2 days and  14 hours
12-09-2023 01:31     11%    2 days and  14 hours
12-09-2023 02:12     12%    2 days and  13 hours
12-09-2023 02:54     13%    2 days and  12 hours
12-09-2023 03:37     14%    2 days and  12 hours
12-09-2023 04:20     15%    2 days and  11 hours
12-09-2023 05:02     16%    2 days and  11 hours
12-09-2023 05:45     17%    2 days and  10 hours
12-09-2023 06:28     18%    2 days and   9 hours
12-09-2023 07:11     19%    2 days and   9 hours
12-09-2023 07:54     20%    2 days and   8 hours
12-09-2023 08:38     21%    2 days and   8 hours
12-09-2023 09:22     22%    2 days and   7 hours
12-09-2023 10:07     23%    2 days and   6 hours
12-09-2023 10:51     24%    2 days and   6 hours
12-09-2023 11:35     25%    2 days and   5 hours
12-09-2023 12:21     26%    2 days and   5 hours
12-09-2023 13:08     27%    2 days and   4 hours
12-09-2023 13:55     28%    2 days and   4 hours
12-09-2023 14:41     29%    2 days and   3 hours
12-09-2023 15:28     30%    2 days and   2 hours
12-09-2023 16:17     31%    2 days and   2 hours
12-09-2023 17:06     32%    2 days and   1 hours
12-09-2023 17:56     33%    2 days and   1 hours
12-09-2023 18:46     34%    1 days and  24 hours
12-09-2023 19:38     35%    1 days and  24 hours
12-09-2023 20:31     36%    1 days and  24 hours
12-09-2023 21:23     37%    1 days and  23 hours
12-09-2023 22:15     38%    1 days and  22 hours
12-09-2023 23:07     39%    1 days and  22 hours
13-09-2023 00:00     40%    1 days and  21 hours
13-09-2023 00:53     41%    1 days and  21 hours
13-09-2023 01:48     42%    1 days and  20 hours
