# Molecule: CO2                     
# Box 1                   Boltzmann             Biased
   0.3942369480E-002   0.8454359218E+003   0.8425708922E+003
   0.3944409418E-002   0.8460061846E+003   0.8431172739E+003
   0.3946449356E-002   0.8464815042E+003   0.8435653208E+003
   0.3948489294E-002   0.8468615009E+003   0.8439148864E+003
   0.3950529232E-002   0.8471471608E+003   0.8441673604E+003
   0.3952569170E-002   0.8473408617E+003   0.8443256746E+003
   0.3954609108E-002   0.8474463377E+003   0.8443942366E+003
   0.3956649046E-002   0.8474685797E+003   0.8443787898E+003
   0.3958688984E-002   0.8474136738E+003   0.8442862070E+003
   0.3960728922E-002   0.8472885884E+003   0.8441242330E+003
   0.3962768860E-002   0.8471009241E+003   0.8439011942E+003


# Box 2                   Boltzmann             Biased
   0.3800692597E-002   0.9131976127E+002   0.9104647156E+002
   0.3831067911E-002   0.9369474964E+002   0.9345432413E+002
   0.3861443226E-002   0.9666637039E+002   0.9637877516E+002
   0.3891818541E-002   0.1009110607E+003   0.1004824080E+003
   0.3922193855E-002   0.1075729048E+003   0.1069368794E+003
   0.3952569170E-002   0.1172422881E+003   0.1165416596E+003
   0.3982944485E-002   0.1280673229E+003   0.1276473786E+003
   0.4013319799E-002   0.1377269948E+003   0.1376924704E+003
   0.4043695114E-002   0.1458918732E+003   0.1460602011E+003
   0.4074070429E-002   0.1527103147E+003   0.1528697228E+003
   0.4104445743E-002   0.1581479752E+003   0.1582520295E+003


# Molecule: AR                      
# Box 1                   Boltzmann             Biased
   0.3942369480E-002   0.1335328711E+003   0.1342616423E+003
   0.3944409418E-002   0.1337340919E+003   0.1344935550E+003
   0.3946449356E-002   0.1339745851E+003   0.1347670271E+003
   0.3948489294E-002   0.1342553261E+003   0.1350827044E+003
   0.3950529232E-002   0.1345765953E+003   0.1354404339E+003
   0.3952569170E-002   0.1349379282E+003   0.1358392273E+003
   0.3954609108E-002   0.1353380983E+003   0.1362772666E+003
   0.3956649046E-002   0.1357751394E+003   0.1367519532E+003
   0.3958688984E-002   0.1362464047E+003   0.1372599991E+003
   0.3960728922E-002   0.1367486633E+003   0.1377975536E+003
   0.3962768860E-002   0.1372782233E+003   0.1383603547E+003


# Box 2                   Boltzmann             Biased
   0.3800692597E-002   0.1460488402E+003   0.1458840616E+003
   0.3831067911E-002   0.1482173063E+003   0.1482658188E+003
   0.3861443226E-002   0.1504860416E+003   0.1506391180E+003
   0.3891818541E-002   0.1530171469E+003   0.1531939413E+003
   0.3922193855E-002   0.1560925077E+003   0.1562313720E+003
   0.3952569170E-002   0.1600273197E+003   0.1601103649E+003
   0.3982944485E-002   0.1647805693E+003   0.1648679513E+003
   0.4013319799E-002   0.1698904429E+003   0.1700392210E+003
   0.4043695114E-002   0.1749492692E+003   0.1751204149E+003
   0.4074070429E-002   0.1796682380E+003   0.1797949646E+003
   0.4104445743E-002   0.1838245127E+003   0.1839385356E+003


