# Molecule: CO2                     
# Box 1                   Boltzmann             Biased
   0.5017947960E+002   0.9173653528E+003   0.9157335059E+003
   0.5114358368E+002   0.9187285462E+003   0.9171015855E+003
   0.5210768776E+002   0.9200801402E+003   0.9184602610E+003
   0.5307179184E+002   0.9214175583E+003   0.9198067581E+003
   0.5403589592E+002   0.9227384790E+003   0.9211385326E+003
   0.5500000000E+002   0.9240408502E+003   0.9224532941E+003
   0.5596410408E+002   0.9253228959E+003   0.9237490228E+003
   0.5692820816E+002   0.9265831158E+003   0.9250239783E+003
   0.5789231224E+002   0.9278202776E+003   0.9262767006E+003
   0.5885641632E+002   0.9290334046E+003   0.9275060044E+003
   0.5982052040E+002   0.9302217584E+003   0.9287109681E+003


# Box 2                   Boltzmann             Biased
   0.5432614235E+002   0.5999845076E+002   0.5988243634E+002
   0.5446091388E+002   0.6005154682E+002   0.5993355521E+002
   0.5459568541E+002   0.6010403589E+002   0.5998406006E+002
   0.5473045694E+002   0.6015586428E+002   0.6003389919E+002
   0.5486522847E+002   0.6020698216E+002   0.6008302151E+002
   0.5500000000E+002   0.6025734427E+002   0.6013137708E+002
   0.5513477153E+002   0.6030691057E+002   0.6017891783E+002
   0.5526954306E+002   0.6035564691E+002   0.6022559818E+002
   0.5540431459E+002   0.6040352561E+002   0.6027137574E+002
   0.5553908612E+002   0.6045052610E+002   0.6031621195E+002
   0.5567385765E+002   0.6049663538E+002   0.6036007279E+002


# Molecule: AR                      
# Box 1                   Boltzmann             Biased
   0.5017947960E+002   0.7612750078E+002   0.7655540229E+002
   0.5114358368E+002   0.7566297501E+002   0.7609059643E+002
   0.5210768776E+002   0.7520392478E+002   0.7563028729E+002
   0.5307179184E+002   0.7475116672E+002   0.7517535399E+002
   0.5403589592E+002   0.7430542493E+002   0.7472659488E+002
   0.5500000000E+002   0.7386732633E+002   0.7428471979E+002
   0.5596410408E+002   0.7343739865E+002   0.7385034494E+002
   0.5692820816E+002   0.7301607090E+002   0.7342399041E+002
   0.5789231224E+002   0.7260367617E+002   0.7300608000E+002
   0.5885641632E+002   0.7220045626E+002   0.7259694335E+002
   0.5982052040E+002   0.7180656795E+002   0.7219682001E+002


# Box 2                   Boltzmann             Biased
   0.5432614235E+002   0.7150080339E+002   0.7166824870E+002
   0.5446091388E+002   0.7179368507E+002   0.7196052855E+002
   0.5459568541E+002   0.7208761626E+002   0.7225372215E+002
   0.5473045694E+002   0.7238253794E+002   0.7254778601E+002
   0.5486522847E+002   0.7267839546E+002   0.7284267706E+002
   0.5500000000E+002   0.7297513740E+002   0.7313835163E+002
   0.5513477153E+002   0.7327271454E+002   0.7343476457E+002
   0.5526954306E+002   0.7357107869E+002   0.7373186832E+002
   0.5540431459E+002   0.7387018154E+002   0.7402961209E+002
   0.5553908612E+002   0.7416997359E+002   0.7432794111E+002
   0.5567385765E+002   0.7447040311E+002   0.7462679590E+002


