# Molecule: CO2                     
# Box 1                   Boltzmann             Biased
   0.3944899934E-002   0.8902991013E+003   0.8893079101E+003
   0.3946433781E-002   0.8909624385E+003   0.8899759333E+003
   0.3947967628E-002   0.8916296308E+003   0.8906478256E+003
   0.3949501475E-002   0.8923023392E+003   0.8913254046E+003
   0.3951035323E-002   0.8929822860E+003   0.8920105662E+003
   0.3952569170E-002   0.8936712384E+003   0.8927052687E+003
   0.3954103017E-002   0.8943709842E+003   0.8934115092E+003
   0.3955636864E-002   0.8950833004E+003   0.8941312914E+003
   0.3957170712E-002   0.8958099114E+003   0.8948665834E+003
   0.3958704559E-002   0.8965524382E+003   0.8956192651E+003
   0.3960238406E-002   0.8973123390E+003   0.8963910651E+003


# Box 2                   Boltzmann             Biased
   0.3238870270E-002   0.5997493116E+002   0.5989399457E+002
   0.3381610050E-002   0.6122607229E+002   0.6091129535E+002
   0.3524349830E-002   0.6293650515E+002   0.6251680407E+002
   0.3667089610E-002   0.6583332958E+002   0.6550493874E+002
   0.3809829390E-002   0.7311698325E+002   0.7299506385E+002
   0.3952569170E-002   0.8969266260E+002   0.8966296840E+002
   0.4095308950E-002   0.1099844263E+003   0.1100886373E+003
   0.4238048730E-002   0.1153332066E+003   0.1155405611E+003
   0.4380788510E-002   0.1162387143E+003   0.1165685554E+003
   0.4523528290E-002   0.1169067370E+003   0.1173271105E+003
   0.4666268070E-002   0.1176625544E+003   0.1181059954E+003


# Molecule: AR                      
# Box 1                   Boltzmann             Biased
   0.3944899934E-002   0.1008732038E+003   0.1010091581E+003
   0.3946433781E-002   0.1008835704E+003   0.1010151757E+003
   0.3947967628E-002   0.1008981614E+003   0.1010252851E+003
   0.3949501475E-002   0.1009171479E+003   0.1010395873E+003
   0.3951035323E-002   0.1009407083E+003   0.1010581831E+003
   0.3952569170E-002   0.1009690193E+003   0.1010811649E+003
   0.3954103017E-002   0.1010022453E+003   0.1011086063E+003
   0.3955636864E-002   0.1010405257E+003   0.1011405507E+003
   0.3957170712E-002   0.1010839609E+003   0.1011769980E+003
   0.3958704559E-002   0.1011325966E+003   0.1012178916E+003
   0.3960238406E-002   0.1011864074E+003   0.1012631040E+003


# Box 2                   Boltzmann             Biased
   0.3238870270E-002   0.9902319722E+002   0.9909714952E+002
   0.3381610050E-002   0.9929678759E+002   0.9937553452E+002
   0.3524349830E-002   0.1001788122E+003   0.1001696394E+003
   0.3667089610E-002   0.1020606120E+003   0.1019641721E+003
   0.3809829390E-002   0.1054167414E+003   0.1054365213E+003
   0.3952569170E-002   0.1118572140E+003   0.1119892344E+003
   0.4095308950E-002   0.1230373697E+003   0.1232165550E+003
   0.4238048730E-002   0.1269172225E+003   0.1271428408E+003
   0.4380788510E-002   0.1279009361E+003   0.1282175553E+003
   0.4523528290E-002   0.1285351978E+003   0.1289332016E+003
   0.4666268070E-002   0.1291987285E+003   0.1296237351E+003


