Simulation state at cycle:     200000
##############################################################################                                           

Number-of-molecules: 1002  

Box-size(s):    34.108188   50.213699

------------------------------------------------------------------------------                                           

Deltas
Translation per molecule type
Box 1    0.7477349774E+000   0.1224595454E+001
Box 2    0.2890408380E+001   0.9787666838E+001

Rotation per molecule type
Box 1    0.4471408691E+002   0.9000000000E+002
Box 2    0.1800000000E+003   0.1800000000E+003

Volume    Delta_Volume
Box 1   0.7242789688E+003
Box 2   0.7134376312E+004

------------------------------------------------------------------------------                                           

Molecules in box 1
##############################################################################                                           
Moleculetype  1
Number-of-molecules: 431   
Atomtype         X                  Y                   Z
  2       11.4365565626       23.9652557209       12.2978989765
  3       11.2200434001       23.2172858357       11.4380948701
  2       11.0035302376       22.4693159507       10.5782907637
  2       28.9214683391        3.1706567364       29.0088809199
  3       28.3799725843        2.2011568215       29.3442199461
  2       27.8384768294        1.2316569067       29.6795589723
  2       21.1658387526       13.0501265154        3.3374872419
  3       21.5093600818       14.0094432177        2.7831366658
  2       21.8528814111       14.9687599199        2.2287860898
  2       17.1649131587       17.1354370141       15.3555448904
  3       17.0188049247       16.9336076991       14.2226206601
  2       16.8726966908       16.7317783842       13.0896964298
  2       14.7122432032        0.4264172728       20.7163800502
  3       14.4261963737        1.3539186107       20.0811490060
  2       14.1401495442        2.2814199487       19.4459179618
  2       17.6853436169       23.8389100715        0.7036493544
  3       17.3026036278       24.9338335750        0.7195434500
  2       16.9198636388       26.0287570784        0.7354375455
  2       21.0190474412       14.7282284442       21.1214604148
  3       21.3202507110       15.1012988713       22.1777250818
  2       21.6214539807       15.4743692984       23.2339897488
  2       16.3516708797       32.0717198387        6.8275991208
  3       17.4213534796       32.2320374571        6.4084602454
  2       18.4910360794       32.3923550754        5.9893213700
  2        8.1178788033       13.0931716076       25.1915859144
  3        7.2540885577       13.6661694884       24.6708750157
  2        6.3902983119       14.2391673691       24.1501641169
  2        2.7581700918       27.0627768981       33.2899378979
  3        3.7142200997       27.6786853425       33.5184661683
  2        4.6702701076       28.2945937870       33.7469944386
  2       27.5717632697        2.8004745116       14.8409800237
  3       28.5505397320        2.7135268174       15.4574512193
  2       29.5293161944        2.6265791233       16.0739224151
  2       23.1194026108        9.1491049465       18.5039584478
  3       22.4513531114        8.3081436704       18.9422437412
  2       21.7833036120        7.4671823943       19.3805290347
  2       13.0580130000       26.7380006249       23.1863213958
  3       12.4084988107       26.1441448946       22.4306318501
  2       11.7589846214       25.5502891644       21.6749423045
  2       15.6155986602       11.1040765206       25.5652989763
  3       14.5856394652       10.5799515816       25.6656837604
  2       13.5556802701       10.0558266427       25.7660685446
  2        9.9118309550       11.7135230598       15.5268762388
  3        9.0954526371       11.6187255469       16.3454969529
  2        8.2790743191       11.5239280340       17.1641176670
  2       19.7882959255       26.2716729441        3.8313638535
  3       20.3211454140       26.3467742864        4.8589976458
  2       20.8539949025       26.4218756286        5.8866314380
  2       13.7853710692       23.9187932764        9.0130396370
  3       14.4444607377       23.8411440615        8.0616346715
  2       15.1035504061       23.7634948465        7.1102297060
  2        1.5999146136       11.8768202134        1.8081692593
  3        0.9788733750       12.8165852053        1.5311321864
  2        0.3578321363       13.7563501973        1.2540951135
  2        6.1786137051       25.8533335526       17.0860903535
  3        6.6675840613       26.5178304792       16.2706445703
  2        7.1565544176       27.1823274057       15.4551987872
  2        8.5758344568       30.8824007324       16.9412663505
  3        7.5585816642       30.8324052420       16.3860211734
  2        6.5413288715       30.7824097517       15.8307759962
  2        7.4713019466       15.5648217716       29.4334848175
  3        7.2070511191       14.8397329293       28.5674492114
  2        6.9428002916       14.1146440870       27.7014136054
  2       10.6066816560       20.8595803027       22.3788295133
  3       10.5160553155       20.6102489603       23.5080862370
  2       10.4254289749       20.3609176179       24.6373429608
  2        2.5248015833        0.8450684054        5.9806002629
  3        2.6723153337        1.5049720785        6.9231324032
  2        2.8198290842        2.1648757517        7.8656645434
  2       17.3904025371        6.6278186239        4.8232409327
  3       18.3945389872        6.0473960361        4.8027565678
  2       19.3986754372        5.4669734483        4.7822722030
  2       22.9730463876       33.9025019668       22.4100735202
  3       21.9007989063       33.6563053129       22.0422793568
  2       20.8285514252       33.4101086588       21.6744851934
  2       17.7368123704       27.7750036744       16.6698665290
  3       18.8355155551       27.6269747962       16.3284887863
  2       19.9342187397       27.4789459179       15.9871110434
  2       30.1559930966        6.3822200697        6.3758432595
  3       29.5032517865        7.2584136022        5.9862105149
  2       28.8505104764        8.1346071347        5.5965777703
  2        7.9701626730       20.3306925742       27.9986696717
  3        8.5365095468       19.8922209113       28.9111354625
  2        9.1028564206       19.4537492482       29.8236012531
  2       13.8689082068       28.0770437873        0.7104392129
  3       13.5527453049       27.1459370462        0.0950683847
  2       13.2365824030       26.2148303051       -0.5203024434
  2        0.7780476884       33.3363715801       21.8605281293
  3        1.1942485591       32.7262104894       20.9660560624
  2        1.6104494299       32.1160493987       20.0715839954
  2        7.0415524060       19.5602954390        4.4853595367
  3        7.6446280125       20.4782388827        4.8585614219
  2        8.2477036189       21.3961823264        5.2317633070
  2        2.9607415176       24.4677689842       32.0469530766
  3        2.1179147551       24.5909431500       31.2595070954
  2        1.2750879926       24.7141173157       30.4720611142
  2       17.2471266954       26.0719329859       11.6235954816
  3       16.9406487952       26.5762564351       12.6222591664
  2       16.6341708950       27.0805798843       13.6209228512
  2        4.3650931219       25.6584180235        2.8854177742
  3        3.7019381809       24.9403379456        2.2607686519
  2        3.0387832398       24.2222578677        1.6361195297
  2       24.4712836171       29.0093686781       27.3545195536
  3       24.5837024513       29.8677945335       28.1265733447
  2       24.6961212854       30.7262203891       28.8986271357
  2        0.4075729619       32.6426922096        4.8289066583
  3        0.3284521141       31.9478033126        5.7543629307
  2        0.2493312665       31.2529144156        6.6798192032
  2       19.4233123318        0.4690853759        2.8854216502
  3       19.9691888410        0.9981847146        3.7615909982
  2       20.5150653502        1.5272840534        4.6377603462
  2       22.3533904166       20.3369249326       15.9302213829
  3       23.0273584912       19.6417865813       16.5690873367
  2       23.7013265658       18.9466482298       17.2079532904
  2        7.1338458989        9.0658824338        1.3539827258
  3        8.2493812671        9.3817259556        1.3162506157
  2        9.3649166353        9.6975694772        1.2785185056
  2       11.5350517854        3.0373271285       11.3661045052
  3       11.1008769294        2.7058800911       12.3894495379
  2       10.6667020735        2.3744330537       13.4127945705
  2        5.0275201741       33.7156631759       21.3156639435
  3        5.6052224984       32.7624451968       21.6369667739
  2        6.1829248228       31.8092272178       21.9582696044
  2       11.1621019967       20.5437880922        4.5062493913
  3       11.5791754913       21.5605384387        4.8775557782
  2       11.9962489859       22.5772887853        5.2488621651
  2        8.1555393070       12.0978154771       32.0282763868
  3        8.8834653643       12.6773830054       31.3355822729
  2        9.6113914215       13.2569505337       30.6428881590
  2       28.5261367117        6.6300043295       21.4213683103
  3       28.6596797950        6.4624475662       22.5614082113
  2       28.7932228783        6.2948908031       23.7014481124
  2       10.1994789138       26.6031141130       10.2497618736
  3       11.3529185028       26.6139532623       10.1270442010
  2       12.5063580919       26.6247924115       10.0043265284
  2       12.0598266686       29.1298974285       11.7135804098
  3       13.1714545232       28.8514256692       11.8934053031
  2       14.2830823777       28.5729539099       12.0732301965
  2       14.8968982755        5.8399522000        7.2003343125
  3       14.3619567677        6.8611580753        7.0715859398
  2       13.8270152598        7.8823639507        6.9428375672
  2        3.1544562489       30.3085736896       26.8054771449
