Date and Time     Completed      Estimated Time Left
11-09-2023 18:40      1%    2 days and  23 hours
11-09-2023 19:24      2%    2 days and  23 hours
11-09-2023 20:08      3%    2 days and  23 hours
11-09-2023 20:52      4%    2 days and  22 hours
11-09-2023 21:37      5%    2 days and  22 hours
11-09-2023 22:24      6%    2 days and  22 hours
11-09-2023 23:13      7%    2 days and  22 hours
12-09-2023 00:04      8%    2 days and  22 hours
12-09-2023 00:53      9%    2 days and  22 hours
12-09-2023 01:43     10%    2 days and  22 hours
12-09-2023 02:35     11%    2 days and  22 hours
12-09-2023 03:27     12%    2 days and  22 hours
