Simulation state at cycle:     200000
##############################################################################                                           

Number-of-molecules: 1002  

Box-size(s):    33.639121   63.189296

------------------------------------------------------------------------------                                           

Deltas
Translation per molecule type
Box 1    0.7370298614E+000   0.1146161525E+001
Box 2    0.7714339833E+001   0.3143399970E+002

Rotation per molecule type
Box 1    0.4424768968E+002   0.9000000000E+002
Box 2    0.1800000000E+003   0.1800000000E+003

Volume    Delta_Volume
Box 1   0.7051724581E+003
Box 2   0.1601819077E+005

------------------------------------------------------------------------------                                           

Molecules in box 1
##############################################################################                                           
Moleculetype  1
Number-of-molecules: 486   
Atomtype         X                  Y                   Z
  2       10.2594086319        5.0420156788       28.5306898923
  3        9.7083396955        6.0609786256       28.5910019163
  2        9.1572707589        7.0799415724       28.6513139403
  2       14.0036836244       27.4196221702       11.8569206266
  3       14.6670557283       27.5087762969       10.9095088928
  2       15.3304278323       27.5979304235        9.9620971590
  2       17.8284320652       20.4229829171       32.8391075744
  3       17.9982186299       21.5328041963       33.1307739093
  2       18.1680051946       22.6426254753       33.4224402442
  2       31.9454722352        2.1807127228       25.7890181572
  3       31.2331764980        3.0599743180       25.5338048544
  2       30.5208807607        3.9392359132       25.2785915516
  2        2.2361809315        7.0829891302       24.9614041330
  3        2.4151026640        7.4428550174       23.8732480978
  2        2.5940243964        7.8027209045       22.7850920627
  2       13.4485857433        8.6630775619       22.2324029086
  3       13.8961606564        8.4476360050       21.1841368962
  2       14.3437355695        8.2321944482       20.1358708838
  2       28.9591031775        7.3407124892        1.7600302561
  3       28.3161557801        6.5230167402        2.2734426695
  2       27.6732083827        5.7053209913        2.7868550830
  2       23.5904243889       20.0786474838       20.5594442043
  3       23.6902170630       20.4108203050       19.4525103133
  2       23.7900097371       20.7429931263       18.3455764223
  2        2.8251163735       29.4492199157        2.4583160106
  3        1.9206275468       29.0334349270        1.8628138649
  2        1.0161387200       28.6176499383        1.2673117192
  2       28.2360410050       17.1731204331       25.2304850574
  3       27.1032282238       17.3732238111       25.0811738357
  2       25.9704154426       17.5733271890       24.9318626139
  2       12.8837596019        0.6979560708        4.7971491138
  3       12.2971187659        0.0285561427        4.0532699128
  2       11.7104779298       -0.6408437855        3.3093907117
  2       14.9374019122       25.7887701985       17.6066714985
  3       14.3211929350       24.9494920091       18.1180408534
  2       13.7049839578       24.1102138196       18.6294102083
  2       14.6306567418       24.8339488983       29.9607347962
  3       15.6608621349       25.1586525153       29.5378347970
  2       16.6910675280       25.4833561323       29.1149347978
  2       11.0376347953        4.7253521118        1.0455288806
  3       11.3638716676        4.0234046743        1.9094960664
  2       11.6901085399        3.3214572367        2.7734632522
  2       24.6717731595       25.9995005817       17.6571708133
  3       24.4698909607       26.5328014615       16.6470056043
  2       24.2680087619       27.0661023414       15.6368403954
