# Molecule: CO2                     
# Box 1                   Boltzmann             Biased
   0.3944316080E-002   0.9000299663E+003   0.8979248602E+003
   0.3945966698E-002   0.9006117519E+003   0.8985177110E+003
   0.3947617316E-002   0.9011823442E+003   0.8991008040E+003
   0.3949267934E-002   0.9017428920E+003   0.8996753644E+003
   0.3950918552E-002   0.9022946255E+003   0.9002426776E+003
   0.3952569170E-002   0.9028388324E+003   0.9008040629E+003
   0.3954219788E-002   0.9033768339E+003   0.9013608484E+003
   0.3955870406E-002   0.9039099618E+003   0.9019143473E+003
   0.3957521024E-002   0.9044395367E+003   0.9024658365E+003
   0.3959171642E-002   0.9049668484E+003   0.9030165375E+003
   0.3960822260E-002   0.9054931379E+003   0.9035676005E+003


# Box 2                   Boltzmann             Biased
   0.2994958325E-002   0.5096415236E+002   0.5092625654E+002
   0.3186480494E-002   0.5126713537E+002   0.5113797087E+002
   0.3378002663E-002   0.5207044802E+002   0.5180838236E+002
   0.3569524832E-002   0.5446330539E+002   0.5422131094E+002
   0.3761047001E-002   0.6162017709E+002   0.6154633066E+002
   0.3952569170E-002   0.7267029204E+002   0.7257611549E+002
   0.4144091339E-002   0.9377693103E+002   0.9454108108E+002
   0.4335613508E-002   0.1074714982E+003   0.1076534077E+003
   0.4527135677E-002   0.1090279570E+003   0.1086316711E+003
   0.4718657846E-002   0.1092766522E+003   0.1087612731E+003
   0.4910180015E-002   0.1093443359E+003   0.1087983566E+003


# Molecule: AR                      
# Box 1                   Boltzmann             Biased
   0.3944316080E-002   0.8833004043E+002   0.8876788612E+002
   0.3945966698E-002   0.8847680022E+002   0.8892442976E+002
   0.3947617316E-002   0.8862442401E+002   0.8908067796E+002
   0.3949267934E-002   0.8877237800E+002   0.8923604671E+002
   0.3950918552E-002   0.8892013590E+002   0.8938997462E+002
   0.3952569170E-002   0.8906718752E+002   0.8954193169E+002
   0.3954219788E-002   0.8921304667E+002   0.8969142699E+002
   0.3955870406E-002   0.8935725800E+002   0.8983801506E+002
   0.3957521024E-002   0.8949940287E+002   0.8998130071E+002
   0.3959171642E-002   0.8963910386E+002   0.9012094247E+002
   0.3960822260E-002   0.8977602806E+002   0.9025665442E+002


# Box 2                   Boltzmann             Biased
   0.2994958325E-002   0.7426250647E+002   0.7417521843E+002
   0.3186480494E-002   0.7479840523E+002   0.7450803195E+002
   0.3378002663E-002   0.7597915212E+002   0.7538049246E+002
   0.3569524832E-002   0.7847892269E+002   0.7788180327E+002
   0.3761047001E-002   0.8467381631E+002   0.8465644500E+002
   0.3952569170E-002   0.9202356221E+002   0.9225151000E+002
   0.4144091339E-002   0.1057129946E+003   0.1070240359E+003
   0.4335613508E-002   0.1231545254E+003   0.1236099629E+003
   0.4527135677E-002   0.1256158892E+003   0.1251665018E+003
   0.4718657846E-002   0.1260006494E+003   0.1253715740E+003
   0.4910180015E-002   0.1261020218E+003   0.1254240503E+003


