# Lambda, (Probability, Probability_biased(/observed)) per Fractional
 0.0000000   0.1516670715E+000   0.9605103993E+000   0.5608061604E+000   0.1045085564E+001
 0.0101010   0.1522433064E+000   0.9879055440E+000   0.5560909170E+000   0.1058126904E+001
 0.0202020   0.1429897968E+000   0.9236374031E+000   0.5331294714E+000   0.9969850370E+000
 0.0303030   0.1457410782E+000   0.9506549441E+000   0.5504673106E+000   0.9914805753E+000
 0.0404040   0.1358797882E+000   0.9704791356E+000   0.5259011175E+000   0.9992079926E+000
 0.0505051   0.1287571544E+000   0.9331152546E+000   0.5368618158E+000   0.9958418026E+000
 0.0606061   0.1233889305E+000   0.1002103441E+001   0.5466827300E+000   0.1073115976E+001
 0.0707071   0.1139428280E+000   0.9696861679E+000   0.5379319377E+000   0.1027450115E+001
 0.0808081   0.1107708046E+000   0.1026591038E+001   0.5547307006E+000   0.1071549322E+001
 0.0909091   0.9755508916E-001   0.9863762492E+000   0.5431672683E+000   0.1031641975E+001
 0.1010101   0.9246403012E-001   0.1009655514E+001   0.5434870180E+000   0.1050484170E+001
 0.1111111   0.8547433888E-001   0.9704036149E+000   0.5381781292E+000   0.1027026695E+001
 0.1212121   0.7936427754E-001   0.9886607513E+000   0.5327453435E+000   0.1030858647E+001
 0.1313131   0.7538853336E-001   0.9390436319E+000   0.5356726162E+000   0.9855950355E+000
 0.1414141   0.7296952343E-001   0.9642675556E+000   0.5541073325E+000   0.1044450433E+001
 0.1515152   0.7058290973E-001   0.9670240622E+000   0.5383262139E+000   0.9898715788E+000
 0.1616162   0.7357314210E-001   0.1003764897E+001   0.5721003805E+000   0.1017647939E+001
 0.1717172   0.6801874219E-001   0.9574329296E+000   0.5551462617E+000   0.1010216916E+001
 0.1818182   0.7560398290E-001   0.1046773953E+001   0.5775023371E+000   0.1040470284E+001
 0.1919192   0.7220183272E-001   0.9705924167E+000   0.5840310328E+000   0.1013625448E+001
 0.2020202   0.7485699291E-001   0.9772571211E+000   0.5783324502E+000   0.9753059263E+000
 0.2121212   0.7881189990E-001   0.9679680713E+000   0.5985184236E+000   0.1025904632E+001
 0.2222222   0.8407248097E-001   0.1040335810E+001   0.6032104903E+000   0.1011783570E+001
 0.2323232   0.8860747871E-001   0.9954387367E+000   0.6219340575E+000   0.1004691283E+001
 0.2424242   0.9788241960E-001   0.1047396999E+001   0.6569984948E+000   0.1067166923E+001
 0.2525253   0.1043254080E+000   0.1030782438E+001   0.6457375369E+000   0.1023448795E+001
 0.2626263   0.1099874873E+000   0.1045376819E+001   0.6555297268E+000   0.1017203348E+001
 0.2727273   0.1189325970E+000   0.9986672479E+000   0.6540802126E+000   0.9774653690E+000
 0.2828283   0.1276981851E+000   0.1028573457E+001   0.6977706469E+000   0.1057512944E+001
 0.2929293   0.1343914028E+000   0.1002575446E+001   0.7013785018E+000   0.1008226841E+001
 0.3030303   0.1528134666E+000   0.1083231585E+001   0.7161177812E+000   0.9804293099E+000
 0.3131313   0.1605028663E+000   0.1008352781E+001   0.7385343790E+000   0.1018431267E+001
 0.3232323   0.1754676556E+000   0.1059461435E+001   0.7495463642E+000   0.9913747203E+000
 0.3333333   0.1926923850E+000   0.1025665909E+001   0.7586463904E+000   0.9763856477E+000
 0.3434343   0.2171079110E+000   0.1055402196E+001   0.7881249219E+000   0.1003526878E+001
 0.3535354   0.2221089764E+000   0.9902278064E+000   0.8160656295E+000   0.9909936421E+000
 0.3636364   0.2603389951E+000   0.1053117694E+001   0.8481408925E+000   0.1038480210E+001
 0.3737374   0.2808209776E+000   0.1036201051E+001   0.8668205472E+000   0.9999701489E+000
 0.3838384   0.3234118581E+000   0.1091217902E+001   0.8603938607E+000   0.9834355928E+000
 0.3939394   0.3394574206E+000   0.9971568333E+000   0.8797539184E+000   0.9790531945E+000
 0.4040404   0.3786630127E+000   0.1042639193E+001   0.9172314020E+000   0.9836473029E+000
 0.4141414   0.4351608419E+000   0.1040562373E+001   0.9668589106E+000   0.1027746509E+001
 0.4242424   0.4615520188E+000   0.9811086783E+000   0.9985649271E+000   0.1035008165E+001
 0.4343434   0.5199402225E+000   0.1001499275E+001   0.1024994951E+001   0.1040597310E+001
 0.4444444   0.5790208621E+000   0.1034539594E+001   0.1028617781E+001   0.9810432691E+000
 0.4545455   0.6525669325E+000   0.1052400247E+001   0.1076013460E+001   0.1037612198E+001
 0.4646465   0.7190957659E+000   0.1027119683E+001   0.1103389368E+001   0.1001685000E+001
 0.4747475   0.8024903829E+000   0.1043148958E+001   0.1107668848E+001   0.9873310580E+000
 0.4848485   0.8702586384E+000   0.1004331303E+001   0.1149257775E+001   0.9731676547E+000
 0.4949495   0.1031049583E+001   0.1079776512E+001   0.1193547041E+001   0.9593429875E+000
 0.5050505   0.1069214469E+001   0.1006068279E+001   0.1260339021E+001   0.1031070357E+001
 0.5151515   0.1046711755E+001   0.1013167228E+001   0.1203663758E+001   0.9892364486E+000
 0.5252525   0.1051079101E+001   0.1020247296E+001   0.1208654226E+001   0.9976625092E+000
 0.5353535   0.1063562021E+001   0.1007182210E+001   0.1167119006E+001   0.9207694137E+000
 0.5454545   0.1109725461E+001   0.1045433460E+001   0.1231342948E+001   0.1003611562E+001
 0.5555556   0.1070358829E+001   0.1006389243E+001   0.1225892398E+001   0.9896598687E+000
 0.5656566   0.1056493187E+001   0.9613411273E+000   0.1210255878E+001   0.9877333071E+000
 0.5757576   0.1076757880E+001   0.9797493052E+000   0.1208035147E+001   0.9834567638E+000
