Simulation state at cycle:     200000
##############################################################################                                           

Number-of-molecules: 1002  

Box-size(s):    31.395103   60.473764

------------------------------------------------------------------------------                                           

Deltas
Translation per molecule type
Box 1    0.7375160589E+000   0.1244179714E+001
Box 2    0.3872807163E+001   0.2567202172E+002

Rotation per molecule type
Box 1    0.4531347288E+002   0.9000000000E+002
Box 2    0.1800000000E+003   0.1800000000E+003

Volume    Delta_Volume
Box 1   0.7210475636E+003
Box 2   0.1039806305E+005

------------------------------------------------------------------------------                                           

Molecules in box 1
##############################################################################                                           
Moleculetype  1
Number-of-molecules: 399   
Atomtype         X                  Y                   Z
  2        0.9330629036       23.5125798593        7.3671741646
  3        1.4964171501       22.5082216062        7.2275443244
  2        2.0597713967       21.5038633531        7.0879144841
  2        6.0875275914        5.8187208824       19.5770848989
  3        6.7283985602        4.8551028316       19.6566125892
  2        7.3692695290        3.8914847808       19.7361402796
  2       15.8277184024       11.6031307825       21.0128361491
  3       15.4958264768       10.5413672599       21.3416308752
  2       15.1639345510        9.4796037374       21.6704256012
  2       10.0825547571       18.2051869404       25.1044438916
  3       10.1355592423       17.0516981656       24.9937453327
  2       10.1885637275       15.8982093908       24.8830467739
  2        5.3593294898       26.7464668148        0.6393940006
  3        5.1285184050       26.8784723051        1.7685090495
  2        4.8977073203       27.0104777953        2.8976240984
  2       12.1201280934       26.7538117704       27.8817516456
  3       12.6239763413       27.7872062112       28.0361306373
  2       13.1278245892       28.8206006518       28.1905096291
  2       22.2486406079       23.3946431987       22.9175978302
  3       22.8131889290       22.3909698161       23.0573294808
  2       23.3777372501       21.3872964335       23.1970611313
  2       25.9392179829       12.4342763029       13.5565998415
  3       24.9257408139       12.4299529150       14.1209094519
  2       23.9122636450       12.4256295271       14.6852190623
  2        8.6450207561        5.8792417802       17.3674915866
  3        7.8473385060        6.1522562569       16.5707694748
  2        7.0496562560        6.4252707335       15.7740473630
  2       22.5673482317       14.8380772825       31.9118874789
  3       22.7553485316       15.3084996982       30.8683556692
  2       22.9433488314       15.7789221141       29.8248238595
  2       10.1137567678       13.1211203077       27.8005144959
  3        9.7906698760       12.0076961596       27.7617649580
  2        9.4675829841       10.8942720115       27.7230154201
  2        1.6252847304       24.6675288641       23.1782664197
  3        1.5604338439       25.8140750610       23.0144794209
