Simulation state at cycle:     200000
##############################################################################                                           

Number-of-molecules: 1002  

Box-size(s):    32.112225   52.022574

------------------------------------------------------------------------------                                           

Deltas
Translation per molecule type
Box 1    0.8271885166E+000   0.1335632602E+001
Box 2    0.3236628401E+001   0.1151148854E+002

Rotation per molecule type
Box 1    0.4990891928E+002   0.9000000000E+002
Box 2    0.1800000000E+003   0.1800000000E+003

Volume    Delta_Volume
Box 1   0.8569829048E+003
Box 2   0.7403476280E+004

------------------------------------------------------------------------------                                           

Molecules in box 1
##############################################################################                                           
Moleculetype  1
Number-of-molecules: 369   
Atomtype         X                  Y                   Z
  2       16.5641041605        7.0999915893        5.0590572900
  3       17.6846622944        7.1075338591        4.7592363719
  2       18.8052204282        7.1150761289        4.4594154537
  2       13.9183852631        8.8043418765       28.6012168789
  3       13.9829481200        8.0950446561       29.5168200084
  2       14.0475109770        7.3857474358       30.4324231378
  2       25.4611425564       27.5716766877       17.6465735178
  3       26.0353632340       28.0352369009       18.5415497980
  2       26.6095839116       28.4987971140       19.4365260783
  2       30.1530330318       23.9882267671        8.4471176055
  3       30.3079025007       25.1358044973        8.5155339830
  2       30.4627719696       26.2833822275        8.5839503604
  2        3.2173609791       21.8971814132       14.3971191802
  3        2.1437170889       22.2892801439       14.5949761556
  2        1.0700731988       22.6813788745       14.7928331308
  2       27.3566297277       24.9505174364       17.1923608980
  3       26.9392029901       25.0889554437       16.1189598374
  2       26.5217762523       25.2273934509       15.0455587769
  2       29.7878611177       21.9805399707       22.6267808669
  3       28.8940941065       21.3263027243       22.9713881148
  2       28.0003270954       20.6720654779       23.3159953626
  2        3.9539861846        4.9131690305       21.1877724763
  3        3.6171500254        4.1576087559       22.0009576171
  2        3.2803138663        3.4020484812       22.8141427580
  2        8.0440460688       12.0223193718       13.5606769712
  3        7.9776720801       10.9200177795       13.2055351780
  2        7.9112980915        9.8177161871       12.8503933849
  2       20.3765354687        9.3890427258        7.1359902773
  3       21.3216969266        9.0172381772        6.5756054131
  2       22.2668583846        8.6454336284        6.0152205490
  2       22.1633732513       25.1343155298        1.8824671685
  3       23.0811993836       25.6973657043        1.4509933083
  2       23.9990255158       26.2604158787        1.0195194481
  2        2.3349418943       12.5576341054        5.6051574483
  3        1.7552788971       12.9107285154        6.5458567346
  2        1.1756158999       13.2638229254        7.4865560210
  2       16.9170801387        9.0285789646        8.9740958460
  3       17.7726366542        9.7478321387        9.2844149082
  2       18.6281931696       10.4670853127        9.5947339705
  2        9.0928068449       20.7132868509       29.6303667200
  3        9.0127872328       21.2036005408       28.5821351868
  2        8.9327676207       21.6939142306       27.5339036536
  2        8.2098380978       24.8865332956        2.8833466802
  3        8.3384570881       25.9611655470        2.4659467765
  2        8.4670760785       27.0357977983        2.0485468727
  2       20.0535339967       17.9532647609        1.3521084648
  3       19.5420182980       17.6890806847        2.3591628147
  2       19.0305025992       17.4248966084        3.3662171647
  2       24.6498606299       30.5410602526       21.4137531064
  3       25.0472583262       29.6819793951       22.0843164152
  2       25.4446560226       28.8228985377       22.7548797241
  2        3.6048866806        0.7506451831       15.1242731513
  3        3.6988087336        1.0073079276       13.9969298658
  2        3.7927307868        1.2639706722       12.8695865802
  2        4.3046396034       20.4325482625       19.7087834473
  3        3.6407594317       19.6285353973       20.2171400450
  2        2.9768792601       18.8245225320       20.7254966426
  2       14.4181574823       24.3045639320       10.7194368549
  3       13.3024606649       24.6148467847       10.7868546776
  2       12.1867638474       24.9251296373       10.8542725004
  2       29.2108578718       30.4684303271       27.3951865594
  3       28.9539105604       31.3728446921       28.0746074419
  2       28.6969632490       32.2772590572       28.7540283243
  2        1.0297740461        6.0339366938       10.2321153851
  3        0.9037311245        4.9580817890       10.6471447883
  2        0.7776882028        3.8822268840       11.0621741915
  2       14.1178840846       28.0485854952       11.0455092246
  3       13.1552836162       28.3746029819       11.6047166429
  2       12.1926831478       28.7006204687       12.1639240611
  2        8.0314157549        2.1154874305       22.2329219363
  3        8.3004158855        1.6355516904       23.2541469924
  2        8.5694160162        1.1556159504       24.2753720485
  2       27.7564576705        9.1028686079        6.1955493553
  3       28.1073844257        9.6950526180        7.1292348006
  2       28.4583111811       10.2872366281        8.0629202458
  2        8.6191463981       12.2522834450       -0.4783412339
  3        8.5072339930       11.9325000290        0.6310794170
  2        8.3953215878       11.6127166130        1.7405000677
  2       15.9867977458       30.0997043021        6.6886652181
  3       15.3684849731       30.9911123270        7.0993732023
  2       14.7501722006       31.8825203519        7.5100811865
  2        3.8273332134        5.3689778548        5.8943592757
  3        2.9650587266        5.0162631215        6.5854996567
  2        2.1027842397        4.6635483881        7.2766400377
  2        2.6956397165       27.7850378375       17.0129266455
  3        2.8942335414       27.8303909428       15.8709530956
  2        3.0928273663       27.8757440480       14.7289795458
  2        4.1338444345       10.2595924639       22.5838142118
  3        3.5811944835        9.7363189469       21.7083926801
  2        3.0285445325        9.2130454299       20.8329711485
  2        4.5820510023       26.7280373554       23.4182901017
  3        3.5650723497       26.3105262087       23.7884777063
  2        2.5480936971       25.8930150620       24.1586653109
  2        8.4966423725        7.2431645036       26.6717414846
  3        8.2715184253        7.1136414207       25.5411916276
  2        8.0463944783        6.9841183377       24.4106417704
  2       10.8114713320       24.5946744297       22.4343028417
  3        9.9537895027       24.0951878608       21.8338904443
  2        9.0961076732       23.5957012920       21.2334780468
  2       26.0568398978       28.0146507301        3.1305658338
  3       26.5480055355       27.6394871370        2.1489301607
  2       27.0391711731       27.2643235438        1.1672944876
  2       22.3289601272       22.9555717630       30.7076180014
  3       21.6374537547       22.9168682786       31.6381667518
  2       20.9459473823       22.8781647942       32.5687155024
  2       24.5658833480        2.5037425273       12.8860508687
  3       23.5392605205        2.0448985559       12.6012565923
  2       22.5126376929        1.5860545844       12.3164623160
  2        5.2878873298       11.4971621069       16.1448742696
  3        5.0948000201       10.8458771441       15.2045843207
  2        4.9017127104       10.1945921812       14.2642943718
  2       14.7724858744        0.9955672098       14.4337311438
  3       14.2463939360        0.1240129042       13.8776552813
  2       13.7203019975       -0.7475414014       13.3215794190
  2        2.0007306781       12.7799636504       22.6369767636
  3        1.9647045020       13.9387222680       22.6767332826
  2        1.9286783258       15.0974808855       22.7164898017
  2       13.5081991475        7.4647854187       19.0956734872
  3       14.4316006200        7.4318099953       18.3943587633
  2       15.3550020926        7.3988345719       17.6930440394
  2       19.1777697894       29.5765059037       20.8145183932
  3       18.4354402170       30.2688696325       20.2531100987
  2       17.6931106446       30.9612333612       19.6917018043
  2       18.5267073433        8.9441816502       20.9941066530
  3       18.1572029558        7.8616783340       20.8010960884
  2       17.7876985682        6.7791750178       20.6080855238
  2       20.3564424455       25.0332866114       18.2266603673
  3       20.6213172926       26.1507760425       18.0633854860
  2       20.8861921397       27.2682654735       17.9001106047
  2       17.9850891403       22.0022998174       31.8332293077
  3       18.0492875037       23.1318527262       31.5771262105
  2       18.1134858673       24.2614056349       31.3210231132
  2        4.3351017869        6.6214993168       25.8191298717
  3        3.2029641951        6.8307213656       25.9608712122
  2        2.0708266033        7.0399434142       26.1026125529
  2       22.4575393192       30.7879837734        3.8412818158
  3       22.6728352783       29.6481391243        3.8399305809
  2       22.8881312374       28.5082944752        3.8385793463
  2       22.7691098809        6.4987293670        3.3126464447
  3       23.3135297725        6.3243624687        4.3220042437
  2       23.8579496641        6.1499955704        5.3313620428
  2        4.7427752706        8.8938054940       -0.3969592843
  3        4.0149474653        8.9638494309        0.5035741870
  2        3.2871196600        9.0338933678        1.4041076582
  2       10.8500478945       28.5704828692        8.5977288497
  3       10.7570107524       27.4217876215        8.4656556943
  2       10.6639736103       26.2730923740        8.3335825389
  2        8.3974907579        4.0563633665       26.7457441284
  3        7.6700290347        3.7496061975       25.8958620892
  2        6.9425673115        3.4428490285       25.0459800500
  2       24.7669997398        1.4893032563        1.8076551932
  3       24.1585880846        0.7977383295        1.1025500877
  2       23.5501764295        0.1061734026        0.3974449822
  2       17.4883133161        1.3454015822        9.4133413114
  3       16.6987750718        1.0511216560       10.2106045590
  2       15.9092368276        0.7568417300       11.0078678066
  2        8.8042865442       24.6026789462       14.1560599232
  3        8.2316910768       25.5538099176       14.4923400239
  2        7.6590956095       26.5049408889       14.8286201246
  2        3.6865069612        8.3850857663       11.7368971318
  3        3.5131965734        7.7158635136       12.6684040217
  2        3.3398861858        7.0466412608       13.5999109116
  2       24.3016500244       16.4065567072       24.5665033210
  3       23.5931285366       16.4089668266       25.4849756901
  2       22.8846070487       16.4113769459       26.4034480590
  2       18.8888204927       18.0412578558       15.8603314713
  3       18.9301315829       18.3689464224       14.7483451417
  2       18.9714426732       18.6966349891       13.6363588122
  2       11.0932212866        3.9226330139        0.2451437238
  3       10.3021568225        3.5527801844        1.0087050495
  2        9.5110923584        3.1829273549        1.7722663753
  2        4.3027631816       18.7601736831       -0.1035454819
  3        4.0367052234       18.5402807118        1.0039111737
  2        3.7706472651       18.3203877408        2.1113678294
  2        8.2660278196       24.1686609034        5.8810332296
  3        8.2575294836       25.3130518780        6.0704984653
  2        8.2490311477       26.4574428527        6.2599637011
  2       27.6545120387       29.0190379993       25.4188221418
  3       26.9775268969       29.9163390039       25.1322178418
  2       26.3005417550       30.8136400085       24.8456135419
  2       15.8339996493       29.8126565321       28.2627818608
  3       15.3284324857       30.4918886183       27.4699101082
  2       14.8228653223       31.1711207046       26.6770383556
  2       12.6984304418       14.0996275603       20.8433525066
  3       13.2959052966       13.2201781945       20.3794639306
  2       13.8933801513       12.3407288287       19.9155753547
  2       17.9406141302        0.2137074245       13.7271686268
  3       18.4344521285        0.6761216132       14.6694515724
  2       18.9282901268        1.1385358019       15.6117345179
  2       14.9980649268       13.3108178974        2.0957909523
  3       15.6456945430       13.9014785429        1.3359910561
  2       16.2933241591       14.4921391885        0.5761911600
  2        5.9437350547       17.8268552976       18.9781873433
  3        6.9653950819       18.0411505211       19.4840414193
  2        7.9870551090       18.2554457447       19.9898954953
  2       10.3228048650        3.5161499542       19.3974858844
  3       10.9184995202        2.7307351941       20.0089362359
  2       11.5141941754        1.9453204340       20.6203865874
  2       20.7088989577       25.2535450985        6.6322932808
  3       20.8447662984       25.8864015397        5.6696756046
  2       20.9806336391       26.5192579809        4.7070579283
  2       15.8610080072       23.7825937640       26.2177682051
  3       16.2837747009       22.7149337418       26.0535415334
  2       16.7065413945       21.6472737196       25.8893148616
