# Molecule: CO2                     
# Box 1                   Boltzmann             Biased
   0.3034067140E+002   0.9865577555E+003   0.9838735112E+003
   0.3127253712E+002   0.9873448374E+003   0.9846663778E+003
   0.3220440284E+002   0.9881280309E+003   0.9854586865E+003
   0.3313626856E+002   0.9889061249E+003   0.9862490852E+003
   0.3406813428E+002   0.9896779576E+003   0.9870362336E+003
   0.3500000000E+002   0.9904424330E+003   0.9878188240E+003
   0.3593186572E+002   0.9911985343E+003   0.9885956000E+003
   0.3686373144E+002   0.9919453358E+003   0.9893653747E+003
   0.3779559716E+002   0.9926820112E+003   0.9901270454E+003
   0.3872746288E+002   0.9934078401E+003   0.9908796066E+003
   0.3965932860E+002   0.9941222108E+003   0.9916221592E+003


# Box 2                   Boltzmann             Biased
   0.3453168109E+002   0.5494390564E+002   0.5496841879E+002
   0.3462534487E+002   0.5506770469E+002   0.5508499853E+002
   0.3471900865E+002   0.5518969383E+002   0.5519996669E+002
   0.3481267243E+002   0.5531007364E+002   0.5531354444E+002
   0.3490633622E+002   0.5542905918E+002   0.5542596920E+002
   0.3500000000E+002   0.5554687595E+002   0.5553749006E+002
   0.3509366378E+002   0.5566375547E+002   0.5564836296E+002
   0.3518732757E+002   0.5577993085E+002   0.5575884596E+002
   0.3528099135E+002   0.5589563229E+002   0.5586919455E+002
   0.3537465513E+002   0.5601108274E+002   0.5597965724E+002
   0.3546831891E+002   0.5612649382E+002   0.5609047149E+002


# Molecule: AR                      
# Box 1                   Boltzmann             Biased
   0.3034067140E+002   0.2924375912E+002   0.2959654040E+002
   0.3127253712E+002   0.2910257379E+002   0.2944947771E+002
   0.3220440284E+002   0.2896436991E+002   0.2930454082E+002
   0.3313626856E+002   0.2882952173E+002   0.2916219506E+002
   0.3406813428E+002   0.2869836269E+002   0.2902287443E+002
   0.3500000000E+002   0.2857118149E+002   0.2888697507E+002
   0.3593186572E+002   0.2844821937E+002   0.2875484983E+002
   0.3686373144E+002   0.2832966871E+002   0.2862680400E+002
   0.3779559716E+002   0.2821567276E+002   0.2850309245E+002
   0.3872746288E+002   0.2810632656E+002   0.2838391815E+002
   0.3965932860E+002   0.2800167891E+002   0.2826943190E+002


# Box 2                   Boltzmann             Biased
   0.3453168109E+002   0.2848188411E+002   0.2861220502E+002
   0.3462534487E+002   0.2862528393E+002   0.2875544680E+002
   0.3471900865E+002   0.2876992703E+002   0.2889966422E+002
   0.3481267243E+002   0.2891570875E+002   0.2904473312E+002
   0.3490633622E+002   0.2906251450E+002   0.2919052289E+002
   0.3500000000E+002   0.2921021922E+002   0.2933689654E+002
   0.3509366378E+002   0.2935868710E+002   0.2948371091E+002
   0.3518732757E+002   0.2950777146E+002   0.2963081714E+002
   0.3528099135E+002   0.2965731502E+002   0.2977806138E+002
   0.3537465513E+002   0.2980715051E+002   0.2992528578E+002
   0.3546831891E+002   0.2995710153E+002   0.3007232971E+002


