# Molecule: CO2                     
# Box 1                   Boltzmann             Biased
   0.3944056757E-002   0.8694663843E+003   0.8668169282E+003
   0.3945759240E-002   0.8695789438E+003   0.8669354831E+003
   0.3947461722E-002   0.8696948224E+003   0.8670589413E+003
   0.3949164205E-002   0.8698144242E+003   0.8671876002E+003
   0.3950866687E-002   0.8699381553E+003   0.8673217481E+003
   0.3952569170E-002   0.8700664264E+003   0.8674616675E+003
   0.3954271652E-002   0.8701996555E+003   0.8676076393E+003
   0.3955974135E-002   0.8703382711E+003   0.8677599468E+003
   0.3957676617E-002   0.8704827151E+003   0.8679188801E+003
   0.3959379100E-002   0.8706334463E+003   0.8680847407E+003
   0.3961081582E-002   0.8707909429E+003   0.8682578458E+003


# Box 2                   Boltzmann             Biased
   0.2793688277E-002   0.5600418963E+002   0.5589096453E+002
   0.3025464455E-002   0.5643300206E+002   0.5607234573E+002
   0.3257240634E-002   0.5814177268E+002   0.5682752220E+002
   0.3489016813E-002   0.6229809472E+002   0.6019509513E+002
   0.3720792991E-002   0.6746044990E+002   0.6715017027E+002
   0.3952569170E-002   0.8041432487E+002   0.8023802275E+002
   0.4184345349E-002   0.1001951198E+003   0.9988940344E+002
   0.4416121527E-002   0.1038389056E+003   0.1031512300E+003
   0.4647897706E-002   0.1033020323E+003   0.1028745102E+003
   0.4879673885E-002   0.1029405475E+003   0.1026656968E+003
   0.5111450063E-002   0.1028261492E+003   0.1025961831E+003


# Molecule: AR                      
# Box 1                   Boltzmann             Biased
   0.3944056757E-002   0.1091491718E+003   0.1101003093E+003
   0.3945759240E-002   0.1094720126E+003   0.1104201276E+003
   0.3947461722E-002   0.1097953658E+003   0.1107397123E+003
   0.3949164205E-002   0.1101187919E+003   0.1110586710E+003
   0.3950866687E-002   0.1104418526E+003   0.1113766175E+003
   0.3952569170E-002   0.1107641124E+003   0.1116931737E+003
   0.3954271652E-002   0.1110851396E+003   0.1120079701E+003
   0.3955974135E-002   0.1114045085E+003   0.1123206471E+003
   0.3957676617E-002   0.1117217995E+003   0.1126308549E+003
   0.3959379100E-002   0.1120366009E+003   0.1129382542E+003
   0.3961081582E-002   0.1123485090E+003   0.1132425157E+003


# Box 2                   Boltzmann             Biased
   0.2793688277E-002   0.9415589558E+002   0.9410017059E+002
   0.3025464455E-002   0.9440288329E+002   0.9419998370E+002
   0.3257240634E-002   0.9547001449E+002   0.9466600384E+002
   0.3489016813E-002   0.9846344253E+002   0.9712250402E+002
   0.3720792991E-002   0.1036679167E+003   0.1037610399E+003
   0.3952569170E-002   0.1143499965E+003   0.1146410722E+003
   0.4184345349E-002   0.1286143026E+003   0.1287695462E+003
   0.4416121527E-002   0.1300328240E+003   0.1298767445E+003
   0.4647897706E-002   0.1289959049E+003   0.1289599118E+003
   0.4879673885E-002   0.1285546749E+003   0.1285508670E+003
   0.5111450063E-002   0.1284116942E+003   0.1283752265E+003


