# Molecule: CO2                     
# Box 1                   Boltzmann             Biased
   0.9844576612E+002   0.7627697136E+003   0.7588869289E+003
   0.9975661289E+002   0.7671231669E+003   0.7632842167E+003
   0.1010674597E+003   0.7714699931E+003   0.7677031977E+003
   0.1023783064E+003   0.7757713205E+003   0.7721046606E+003
   0.1036891532E+003   0.7799884133E+003   0.7764479669E+003
   0.1050000000E+003   0.7840848304E+003   0.7806932335E+003
   0.1063108468E+003   0.7880285441E+003   0.7848036790E+003
   0.1076216936E+003   0.7917937243E+003   0.7887478181E+003
   0.1089325403E+003   0.7953619399E+003   0.7925011881E+003
   0.1102433871E+003   0.7987226393E+003   0.7960473762E+003
   0.1115542339E+003   0.8018729055E+003   0.7993782496E+003


# Box 2                   Boltzmann             Biased
   0.1037803414E+003   0.1172938504E+003   0.1170415382E+003
   0.1040242731E+003   0.1176331325E+003   0.1173779236E+003
   0.1042682048E+003   0.1179713631E+003   0.1177137013E+003
   0.1045121366E+003   0.1183088830E+003   0.1180492270E+003
   0.1047560683E+003   0.1186459747E+003   0.1183847945E+003
   0.1050000000E+003   0.1189828544E+003   0.1187206280E+003
   0.1052439317E+003   0.1193196673E+003   0.1190568764E+003
   0.1054878634E+003   0.1196564830E+003   0.1193936090E+003
   0.1057317952E+003   0.1199932926E+003   0.1197308123E+003
   0.1059757269E+003   0.1203300076E+003   0.1200683883E+003
   0.1062196586E+003   0.1206664593E+003   0.1204061542E+003


# Molecule: AR                      
# Box 1                   Boltzmann             Biased
   0.9844576612E+002   0.1761710886E+003   0.1771599451E+003
   0.9975661289E+002   0.1748102939E+003   0.1758139859E+003
   0.1010674597E+003   0.1734121138E+003   0.1744217924E+003
   0.1023783064E+003   0.1719910920E+003   0.1729969341E+003
   0.1036891532E+003   0.1705632541E+003   0.1715550732E+003
   0.1050000000E+003   0.1691451352E+003   0.1701130827E+003
   0.1063108468E+003   0.1677526961E+003   0.1686879584E+003
   0.1076216936E+003   0.1664002783E+003   0.1672956707E+003
   0.1089325403E+003   0.1650997450E+003   0.1659501206E+003
   0.1102433871E+003   0.1638599139E+003   0.1646623434E+003
   0.1115542339E+003   0.1626863317E+003   0.1634400545E+003


# Box 2                   Boltzmann             Biased
   0.1037803414E+003   0.1825888208E+003   0.1826796345E+003
   0.1040242731E+003   0.1832591628E+003   0.1833530191E+003
   0.1042682048E+003   0.1839297915E+003   0.1840266593E+003
   0.1045121366E+003   0.1846013112E+003   0.1847012018E+003
   0.1047560683E+003   0.1852742204E+003   0.1853771806E+003
   0.1050000000E+003   0.1859489138E+003   0.1860550182E+003
   0.1052439317E+003   0.1866256849E+003   0.1867350291E+003
   0.1054878634E+003   0.1873047299E+003   0.1874174226E+003
   0.1057317952E+003   0.1879861522E+003   0.1881023075E+003
   0.1059757269E+003   0.1886699670E+003   0.1887896954E+003
   0.1062196586E+003   0.1893561063E+003   0.1894795050E+003


