Date and Time     Completed      Estimated Time Left
11-09-2023 17:33      1%   17 hours and  24 minutes
11-09-2023 17:44      2%   17 hours and  16 minutes
11-09-2023 17:55      3%   17 hours and   8 minutes
11-09-2023 18:06      4%   17 hours and   2 minutes
11-09-2023 18:16      5%   16 hours and  56 minutes
11-09-2023 18:27      6%   16 hours and  46 minutes
11-09-2023 18:38      7%   16 hours and  35 minutes
11-09-2023 18:49      8%   16 hours and  24 minutes
11-09-2023 19:00      9%   16 hours and  14 minutes
11-09-2023 19:11     10%   16 hours and   6 minutes
11-09-2023 19:22     11%   15 hours and  56 minutes
11-09-2023 19:32     12%   15 hours and  44 minutes
11-09-2023 19:43     13%   15 hours and  33 minutes
11-09-2023 19:54     14%   15 hours and  23 minutes
11-09-2023 20:05     15%   15 hours and  12 minutes
11-09-2023 20:15     16%   15 hours and   0 minutes
11-09-2023 20:26     17%   14 hours and  50 minutes
11-09-2023 20:37     18%   14 hours and  38 minutes
11-09-2023 20:47     19%   14 hours and  27 minutes
11-09-2023 20:58     20%   14 hours and  16 minutes
11-09-2023 21:09     21%   14 hours and   4 minutes
11-09-2023 21:19     22%   13 hours and  53 minutes
11-09-2023 21:30     23%   13 hours and  42 minutes
11-09-2023 21:41     24%   13 hours and  31 minutes
11-09-2023 21:51     25%   13 hours and  20 minutes
11-09-2023 22:02     26%   13 hours and   9 minutes
11-09-2023 22:13     27%   12 hours and  58 minutes
11-09-2023 22:23     28%   12 hours and  48 minutes
11-09-2023 22:34     29%   12 hours and  37 minutes
11-09-2023 22:45     30%   12 hours and  26 minutes
11-09-2023 22:56     31%   12 hours and  16 minutes
11-09-2023 23:06     32%   12 hours and   5 minutes
11-09-2023 23:17     33%   11 hours and  54 minutes
11-09-2023 23:28     34%   11 hours and  44 minutes
11-09-2023 23:38     35%   11 hours and  33 minutes
11-09-2023 23:49     36%   11 hours and  22 minutes
12-09-2023 00:00     37%   11 hours and  12 minutes
12-09-2023 00:11     38%   11 hours and   1 minutes
12-09-2023 00:21     39%   10 hours and  50 minutes
12-09-2023 00:32     40%   10 hours and  39 minutes
12-09-2023 00:42     41%   10 hours and  28 minutes
12-09-2023 00:53     42%   10 hours and  17 minutes
12-09-2023 01:03     43%   10 hours and   6 minutes
12-09-2023 01:14     44%    9 hours and  55 minutes
12-09-2023 01:24     45%    9 hours and  44 minutes
12-09-2023 01:35     46%    9 hours and  34 minutes
12-09-2023 01:45     47%    9 hours and  23 minutes
12-09-2023 01:56     48%    9 hours and  12 minutes
12-09-2023 02:06     49%    9 hours and   1 minutes
12-09-2023 02:17     50%    8 hours and  50 minutes
12-09-2023 02:28     51%    8 hours and  40 minutes
12-09-2023 02:38     52%    8 hours and  29 minutes
12-09-2023 02:49     53%    8 hours and  18 minutes
12-09-2023 02:59     54%    8 hours and   7 minutes
12-09-2023 03:10     55%    7 hours and  57 minutes
12-09-2023 03:20     56%    7 hours and  46 minutes
12-09-2023 03:31     57%    7 hours and  36 minutes
12-09-2023 03:42     58%    7 hours and  25 minutes
12-09-2023 03:52     59%    7 hours and  14 minutes
12-09-2023 04:03     60%    7 hours and   4 minutes
12-09-2023 04:13     61%    6 hours and  53 minutes
12-09-2023 04:24     62%    6 hours and  42 minutes
12-09-2023 04:35     63%    6 hours and  32 minutes
12-09-2023 04:45     64%    6 hours and  21 minutes
12-09-2023 04:56     65%    6 hours and  10 minutes
12-09-2023 05:07     66%    6 hours and   0 minutes
12-09-2023 05:17     67%    5 hours and  49 minutes
12-09-2023 05:28     68%    5 hours and  39 minutes
12-09-2023 05:39     69%    5 hours and  28 minutes
12-09-2023 05:49     70%    5 hours and  17 minutes
12-09-2023 06:00     71%    5 hours and   7 minutes
12-09-2023 06:11     72%    4 hours and  56 minutes
12-09-2023 06:21     73%    4 hours and  46 minutes
12-09-2023 06:32     74%    4 hours and  35 minutes
12-09-2023 06:43     75%    4 hours and  24 minutes
12-09-2023 06:53     76%    4 hours and  14 minutes
12-09-2023 07:04     77%    4 hours and   3 minutes
12-09-2023 07:14     78%    3 hours and  53 minutes
12-09-2023 07:25     79%    3 hours and  42 minutes
12-09-2023 07:36     80%    3 hours and  31 minutes
12-09-2023 07:47     81%    3 hours and  21 minutes
12-09-2023 07:57     82%    3 hours and  10 minutes
12-09-2023 08:08     83%    3 hours and   0 minutes
12-09-2023 08:19     84%    2 hours and  49 minutes
12-09-2023 08:30     85%    2 hours and  39 minutes
12-09-2023 08:40     86%    2 hours and  28 minutes
12-09-2023 08:51     87%    2 hours and  17 minutes
12-09-2023 09:02     88%    2 hours and   7 minutes
12-09-2023 09:13     89%    1 hours and  56 minutes
12-09-2023 09:24     90%    1 hours and  46 minutes
12-09-2023 09:34     91%    1 hours and  35 minutes
12-09-2023 09:45     92%    1 hours and  24 minutes
12-09-2023 09:56     93%    1 hours and  14 minutes
12-09-2023 10:07     94%    1 hours and   3 minutes
12-09-2023 10:17     95%   53 minutes and  3 seconds
12-09-2023 10:28     96%   42 minutes and 26 seconds
12-09-2023 10:39     97%   31 minutes and 50 seconds
12-09-2023 10:50     98%   21 minutes and 13 seconds
12-09-2023 11:00     99%   10 minutes and 36 seconds
12-09-2023 11:11    100%    0 minutes and  0 seconds
