Simulation state at cycle:     200000
##############################################################################                                           

Number-of-molecules: 1002  

Box-size(s):    33.394197   67.542037

------------------------------------------------------------------------------                                           

Deltas
Translation per molecule type
Box 1    0.7286796256E+000   0.1137898564E+001
Box 2    0.1623659009E+002   0.3366985299E+002

Rotation per molecule type
Box 1    0.4460909463E+002   0.9000000000E+002
Box 2    0.1800000000E+003   0.1800000000E+003

Volume    Delta_Volume
Box 1   0.7157824767E+003
Box 2   0.2158797987E+005

------------------------------------------------------------------------------                                           

Molecules in box 1
##############################################################################                                           
Moleculetype  1
Number-of-molecules: 483   
Atomtype         X                  Y                   Z
  2       20.6978310046       27.1996257533       12.9056648736
  3       21.2147392848       26.1620961851       12.9496901509
  2       21.7316475650       25.1245666169       12.9937154281
  2       22.2750395893       13.9070175057       12.9689542083
  3       21.6217968551       14.1326251687       13.9006060276
  2       20.9685541207       14.3582328319       14.8322578470
  2       23.4756942811        1.3663521334       19.0302604612
  3       24.2225877260        2.1720171880       18.6578977323
  2       24.9694811708        2.9776822426       18.2855350035
  2       19.5445616567        7.0230343317       11.0728343415
  3       19.2790233571        6.2264128582       10.2725321241
  2       19.0134850575        5.4297913845        9.4722299067
  2        3.2383035762       14.4311262580       30.3786624151
  3        3.8500273386       14.8049334332       31.2906175863
  2        4.4617511012       15.1787406082       32.2025727574
  2       17.4708930411       16.7029070744       12.1936883761
  3       17.0937312397       16.0809619981       11.2900660560
  2       16.7165694383       15.4590169217       10.3864437359
  2       19.6210998082       19.2310264208        6.0876944295
  3       20.2709775910       18.9087801395        5.1824783219
  2       20.9208553738       18.5865338582        4.2772622142
  2       17.4640640182        4.6337745778       25.4000210671
  3       18.1946948089        3.7344246889       25.4543204682
  2       18.9253255996        2.8350748000       25.5086198693
  2       24.5066828363       11.1400335083        7.6857793928
  3       24.5408084598       12.1462288353        8.2619793630
  2       24.5749340833       13.1524241623        8.8381793333
  2       24.0054222597       10.4835686648       25.3331195154
  3       23.7841235271        9.9089253000       24.3500570177
