Date and Time     Completed      Estimated Time Left
11-09-2023 18:36      1%    2 days and  20 hours
11-09-2023 19:18      2%    2 days and  20 hours
11-09-2023 19:59      3%    2 days and  19 hours
11-09-2023 20:41      4%    2 days and  19 hours
11-09-2023 21:23      5%    2 days and  18 hours
11-09-2023 22:05      6%    2 days and  18 hours
11-09-2023 22:47      7%    2 days and  17 hours
11-09-2023 23:29      8%    2 days and  16 hours
12-09-2023 00:12      9%    2 days and  16 hours
12-09-2023 00:55     10%    2 days and  15 hours
12-09-2023 01:37     11%    2 days and  14 hours
12-09-2023 02:20     12%    2 days and  14 hours
12-09-2023 03:02     13%    2 days and  13 hours
12-09-2023 03:44     14%    2 days and  13 hours
12-09-2023 04:26     15%    2 days and  12 hours
12-09-2023 05:10     16%    2 days and  11 hours
12-09-2023 05:53     17%    2 days and  11 hours
12-09-2023 06:36     18%    2 days and  10 hours
12-09-2023 07:19     19%    2 days and   9 hours
12-09-2023 08:02     20%    2 days and   9 hours
12-09-2023 08:46     21%    2 days and   8 hours
12-09-2023 09:30     22%    2 days and   7 hours
12-09-2023 10:13     23%    2 days and   7 hours
12-09-2023 10:58     24%    2 days and   6 hours
12-09-2023 11:41     25%    2 days and   6 hours
12-09-2023 12:25     26%    2 days and   5 hours
12-09-2023 13:10     27%    2 days and   4 hours
12-09-2023 13:55     28%    2 days and   4 hours
12-09-2023 14:41     29%    2 days and   3 hours
12-09-2023 15:28     30%    2 days and   3 hours
12-09-2023 16:16     31%    2 days and   2 hours
12-09-2023 17:05     32%    2 days and   1 hours
12-09-2023 17:53     33%    2 days and   1 hours
12-09-2023 18:40     34%    1 days and  24 hours
12-09-2023 19:30     35%    1 days and  24 hours
12-09-2023 20:21     36%    1 days and  23 hours
12-09-2023 21:13     37%    1 days and  23 hours
12-09-2023 22:06     38%    1 days and  22 hours
