Simulation state at cycle:     200000
##############################################################################                                           

Number-of-molecules: 1002  

Box-size(s):    33.028290   74.361085

------------------------------------------------------------------------------                                           

Deltas
Translation per molecule type
Box 1    0.7220616297E+000   0.1141620287E+001
Box 2    0.3645940408E+002   0.3809435106E+002

Rotation per molecule type
Box 1    0.4395507860E+002   0.9000000000E+002
Box 2    0.1800000000E+003   0.1800000000E+003

Volume    Delta_Volume
Box 1   0.6218977429E+003
Box 2   0.2914997553E+005

------------------------------------------------------------------------------                                           

Molecules in box 1
##############################################################################                                           
Moleculetype  1
Number-of-molecules: 493   
Atomtype         X                  Y                   Z
  2       22.1878727594       23.9718910760       10.8019555021
  3       21.5553136556       23.8743958221       11.7694076486
  2       20.9227545518       23.7769005683       12.7368597950
  2       19.5911842918        2.9184115751       24.3661248055
  3       20.2047250141        3.3488186485       25.2515159808
  2       20.8182657365        3.7792257217       26.1369071561
  2       26.3837878408        6.3990016056        9.9038453510
  3       27.5349904472        6.3192389977        9.7856485433
  2       28.6861930536        6.2394763897        9.6674517356
  2        0.0521601907        9.3306850472       17.1400201840
  3        0.2215373951        8.4124002343       16.4517873999
  2        0.3909145995        7.4941154213       15.7635546159
  2       19.8913127063       11.4098708075        6.4540332963
  3       19.9759650461       11.1573168117        7.5830374861
  2       20.0606173860       10.9047628158        8.7120416759
  2        3.7654122382       11.5496521585        2.1415088704
  3        2.7522426961       11.6089872404        2.7032622211
  2        1.7390731540       11.6683223223        3.2650155719
  2       15.2848249496       23.1652393997        5.9441803887
  3       14.9774078370       22.0518457545        5.8371789412
  2       14.6699907243       20.9384521093        5.7301774937
  2       22.0173210298       28.0283574808       13.6963987615
  3       22.5529644719       27.1355139338       13.1850119181
  2       23.0886079140       26.2426703868       12.6736250748
  2       32.7980875572       15.0222274446        9.6594181107
  3       32.1307556748       15.1236196218        8.7160264713
  2       31.4634237923       15.2250117990        7.7726348320
  2       30.7500218373       28.9423895650        5.2060447352
  3       30.0621784449       28.0532342483        4.9199078971
  2       29.3743350525       27.1640789314        4.6337710591
  2        6.4916401305       31.4245806409       20.7555655067
  3        6.1067364187       32.3569967597       20.1828096129
  2        5.7218327067       33.2894128785       19.6100537190
  2       25.8146450826        2.8513032841       20.5616125556
  3       25.4536808488        3.9535035259       20.5401778025
  2       25.0927166149        5.0557037678       20.5187430493
  2       19.6216144438        8.3251746858       19.3993048760
  3       19.1142410370        8.8881586221       18.5211128049
  2       18.6068676303        9.4511425584       17.6429207339
  2        7.4704609734       16.8941844020       20.9051659308
  3        7.6432655008       17.8139620328       21.5905473610
  2        7.8160700282       18.7337396638       22.2759287914
  2        7.6587385420        5.7598972468        3.9692112487
  3        7.7704099966        6.5898511044        4.7718980373
  2        7.8820814512        7.4198049620        5.5745848258
  2       -0.2171347832       12.7522210297       27.2314561302
  3        0.6291286589       13.5134223020       27.0078251628
  2        1.4753921011       14.2746235743       26.7841941953
  2       11.4101461778       14.2163567736        4.4608999879
  3       10.6554693715       14.2942592468        5.3383930777
  2        9.9007925650       14.3721617200        6.2158861674
  2       15.2518918955       10.2289747098        9.9742186549
  3       15.5371577688        9.1053795818        9.9322976580
  2       15.8224236420        7.9817844539        9.8903766612
  2       29.6758562259       16.6034038060       23.3311728865
  3       29.7603463173       16.2077529728       22.2440105975
  2       29.8448364088       15.8121021398       21.1568483085
  2        3.1024370776        4.8128084704       11.4593418754
  3        3.9725039498        4.1988033348       10.9993621680
  2        4.8425708221        3.5847981992       10.5393824606
  2        3.1631144679       23.7259704351       27.0765009421
  3        4.1148077936       23.5750121701       27.7223270921
  2        5.0665011193       23.4240539051       28.3681532422
  2        6.4666623698       14.3660166672       19.7973140456
  3        5.8501092066       15.0881057995       19.1309436667
  2        5.2335560433       15.8101949319       18.4645732878
  2       23.4483855799       29.0311934612       28.9966264539
  3       22.7321169413       28.1228643024       28.9100390616
  2       22.0158483027       27.2145351435       28.8234516693
  2       23.0686274611       21.1431416253       22.2864406752
  3       21.9775251867       21.0890687940       21.8963484350
  2       20.8864229124       21.0349959627       21.5062561948
  2        2.7030827456       18.6390733013       16.8076699263
  3        1.6614244973       18.7982324371       17.2926611254
  2        0.6197662490       18.9573915729       17.7776523246
  2       21.4421294476        1.6750651675       18.6667527271
  3       22.1291575953        1.3786914650       19.5531809265
  2       22.8161857429        1.0823177626       20.4396091260
  2       18.4406763659       32.3060155892       23.1504183268
  3       18.4427337980       32.5052352415       22.0076553168
  2       18.4447912301       32.7044548938       20.8648923068
  2        7.0447358720       10.7236806955       10.9885213021
  3        6.5757594731       11.6983995098       10.5694934148
  2        6.1067830741       12.6731183241       10.1504655276
  2       15.8233247857       25.7027300520       20.7476450189
  3       15.3586401528       25.1964290632       19.8131250883
  2       14.8939555198       24.6901280746       18.8786051576
  2       17.3292331275       10.4029354439       12.1637721482
  3       17.3256744768        9.2633690965       12.3805113368
  2       17.3221158262        8.1238027491       12.5972505253
  2       24.7224157992       26.9472423582       15.4957052039
  3       25.7194623162       26.4545836111       15.1658785798
  2       26.7165088330       25.9619248639       14.8360519557
  2        1.2252250011        2.4943054501       10.0548273010
  3        0.9826589452        2.0841008789       11.1124160293
  2        0.7400928892        1.6738963076       12.1700047576
  2       18.9390943734       24.6908707971       22.3473819750
  3       18.8556702111       23.7712137758       23.0494299593
  2       18.7722460488       22.8515567544       23.7514779435
  2        3.1976700478        8.8172671898        9.5226633203
  3        3.5275282594        9.7277533681       10.1612621610
  2        3.8573864711       10.6382395464       10.7998610016
  2       17.9099845654       22.5756280833       28.4407410849
  3       18.3461301699       21.5008881831       28.4583807700
  2       18.7822757745       20.4261482828       28.4760204551
  2       31.0182304433       16.3693345543       31.4774252302
  3       31.1623415684       15.2199910585       31.5394051656
  2       31.3064526933       14.0706475627       31.6013851011
  2       30.2227099847       14.4969724209       12.0203588435
  3       31.0452720388       13.9773472590       12.6520085552
  2       31.8678340929       13.4577220971       13.2836582668
  2       30.8566877815       23.6365585075       10.9661619864
  3       31.4890884388       23.4985043633       11.9287680647
  2       32.1214890962       23.3604502191       12.8913741429
  2       -0.1888929426       16.3380006292       12.9333657242
  3        0.9331437708       16.0457533454       12.8983637389
  2        2.0551804842       15.7535060618       12.8633617536
  2       17.2467398763       11.3460443188        1.2837847753
  3       18.3615266434       11.5561174903        1.5261063107
  2       19.4763134105       11.7661906617        1.7684278461
  2        0.7896976788        3.4632198379        7.3143241335
  3        1.7248025178        2.7868387962        7.1973300034
  2        2.6599073568        2.1104577544        7.0803358733
  2       12.0445851322        6.4208522281       30.0703423817
  3       12.4936353118        5.5283977715       30.6598158579
  2       12.9426854914        4.6359433151       31.2492893341
  2       23.5392435969        7.2335830224       17.4901409204
  3       23.0566248922        8.1589993161       17.9963857913
  2       22.5740061876        9.0844156098       18.5026306622
  2       25.8554627878       16.3767885678       17.9164512237
  3       25.6450520224       17.1368570747       18.7671116581
  2       25.4346412570       17.8969255816       19.6177720925
  2        5.3603026354       14.9676045024        6.5097013840
  3        6.2549636229       14.3379361680        6.8953171332
  2        7.1496246104       13.7082678336        7.2809328825
  2        2.2454350973       22.6792488395       23.2585157669
  3        1.8195933802       23.4770911276       23.9849498763
  2        1.3937516632       24.2749334159       24.7113839856
  2       16.2202200619       30.8817326743       28.1476442368
  3       15.4171360276       30.2538243368       27.5941217408
  2       14.6140519933       29.6259159993       27.0405992447
  2       14.3975163109        2.3649368310       15.3161265111
  3       15.2063995669        2.2802931517       14.4889969409
  2       16.0152828228        2.1956494723       13.6618673708
  2       31.2652161435       27.7149614879       24.0142892115
  3       31.6921714805       27.3172160497       23.0117386110
  2       32.1191268176       26.9194706115       22.0091880105
  2       33.5892025111        3.0911407247        3.6713215170
  3       32.5749243077        2.8005231240        4.1533807833
  2       31.5606461043        2.5099055232        4.6354400497
  2       18.4327785732       15.1534836811       31.5272046383
  3       19.3955997622       14.5878407930       31.8412483948
  2       20.3584209514       14.0221979049       32.1552921512
  2       27.5162511283       27.2809504268        7.7138539038
  3       27.7885806651       26.7027178103        8.6818847218
  2       28.0609102019       26.1244851939        9.6499155398
  2       20.7793447541       24.1299659625       25.3939173016
  3       20.7884567940       23.5384569685       26.3917319541
  2       20.7975688339       22.9469479745       27.3895466066
  2       13.0091557110       11.7714706291       13.0828186812
  3       13.0820756495       12.0132152299       11.9506339654
  2       13.1549955881       12.2549598306       10.8184492498
  2        0.5793792895        8.6227732735       27.1138321171
  3        1.3270762515        8.8631751567       26.2601599390
  2        2.0747732134        9.1035770398       25.4064877609
  2        6.2461010816       31.8410573055       24.9941596420
  3        5.5278135039       32.5627140887       24.4383949050
  2        4.8095259261       33.2843708719       23.8826301680
  2       15.7367902477        8.1188770324       17.1916939821
  3       16.6053699535        7.3680357564       17.3572435903
  2       17.4739496593        6.6171944803       17.5227931984
  2       20.3820800972       18.1153275818       17.4696514204
  3       20.4617066814       19.2059154963       17.0825111256
  2       20.5413332656       20.2965034107       16.6953708307
  2       23.0142696853       13.6326148957        9.0217309299
  3       22.1073940646       14.3539427216        9.0752358470
  2       21.2005184440       15.0752705476        9.1287407640
  2       11.1509727074       26.8459043186       14.5438472235
  3       11.1896095259       27.8750409066       14.0100072853
  2       11.2282463445       28.9041774945       13.4761673470
  2       32.9910127146        0.3209111280       21.6693165038
  3       31.9238787985        0.6248870861       21.3310505994
  2       30.8567448825        0.9288630443       20.9927846949
  2       20.0076238435       26.0028090180       15.1805496416
