Simulation state at cycle:     200000
##############################################################################                                           

Number-of-molecules: 1002  

Box-size(s):    32.667235   51.252915

------------------------------------------------------------------------------                                           

Deltas
Translation per molecule type
Box 1    0.8340704413E+000   0.1278286176E+001
Box 2    0.2974515996E+001   0.6944948616E+001

Rotation per molecule type
Box 1    0.4635085853E+002   0.9000000000E+002
Box 2    0.1800000000E+003   0.1800000000E+003

Volume    Delta_Volume
Box 1   0.7299396802E+003
Box 2   0.6263770287E+004

------------------------------------------------------------------------------                                           

Molecules in box 1
##############################################################################                                           
Moleculetype  1
Number-of-molecules: 332   
Atomtype         X                  Y                   Z
  2        3.1719704184       24.1489328724       27.0233783441
  3        2.6903654741       24.0541556056       28.0744130473
  2        2.2087605298       23.9593783387       29.1254477505
  2        5.5929286542        5.4283562221        5.2108380633
  3        6.1477668872        6.2844708937        5.7629451219
  2        6.7026051202        7.1405855654        6.3150521806
  2       19.3663660166       23.9792724387       10.9903451402
  3       19.5110311517       23.7462907777        9.8632286669
  2       19.6556962868       23.5133091167        8.7361121936
  2        8.8451467148       22.0018948685       16.4299448830
  3        8.8201212393       21.9805555207       17.5894785642
  2        8.7950957638       21.9592161728       18.7490122454
  2        5.3207852373       25.5940900555       25.4413832389
  3        5.5370391035       24.4587495599       25.3422054968
  2        5.7532929698       23.3234090644       25.2430277548
  2       30.9032628284       13.7356187587       14.5715566741
  3       31.5133280281       13.0145552839       13.8981415589
  2       32.1233932277       12.2934918090       13.2247264437
  2       12.8514812161       31.8566556550       21.1292462236
  3       12.3737554444       32.2206935555       20.1368478692
  2       11.8960296727       32.5847314559       19.1444495146
  2        9.3871248384       10.4114955397        9.5984255790
  3        9.4174484712        9.4738138054        8.9161987529
  2        9.4477721041        8.5361320710        8.2339719268
  2       14.9783830643        5.8169106230       26.1788699526
  3       14.1767434190        4.9789996420       26.2085190151
  2       13.3751037737        4.1410886610       26.2381680778
  2       28.5244518783       16.0681079939       31.2183320226
  3       28.7163692896       17.1537707948       31.5790313298
  2       28.9082867009       18.2394335956       31.9397306370
  2       30.7289351545       27.2826294728       25.7788359008
  3       31.3746537086       26.3483831471       26.0151224888
  2       32.0203722628       25.4141368214       26.2514090769
  2       10.7012896461       21.9958900561       25.0018231712
  3       11.6824861182       22.1792110553       24.4108520261
  2       12.6636825903       22.3625320547       23.8198808809
  2        0.3728828484       23.1197273981       13.3245758374
  3        0.3618265384       23.8111252519       12.3932076149
  2        0.3507702283       24.5025231057       11.4618393925
  2        1.2467488915        5.1245306072        2.9193439360
  3        1.2211309617        5.2280648217        1.7642576239
  2        1.1955130319        5.3315990361        0.6091713120
  2        0.9783820612       22.8047035939        5.1734801663
  3        0.2963137467       23.6843321138        5.5000325837
  2       -0.3857545679       24.5639606336        5.8265850012
  2       11.4484505187       26.8499253094       29.1046213235
  3       10.3905053567       26.8332869227       29.5800949804
  2        9.3325601948       26.8166485359       30.0555686374
  2        0.9879303874        2.6410763970       16.8871679438
  3        0.6092181466        2.1945693013       17.8885711854
  2        0.2305059057        1.7480622057       18.8899744268
  2       23.9046634918       22.2394812470       13.7151672567
  3       23.6315326162       22.6737356572       12.6747718357
  2       23.3584017406       23.1079900673       11.6343764147
  2       30.3573018880       31.2945217224       17.6690702807
  3       30.7552432043       30.2253908175       17.8793125621
  2       31.1531845205       29.1562599125       18.0895548434
  2       14.1912319628       28.9879499535        3.4887070327
  3       14.3321076079       28.0195657758        4.1115923646
  2       14.4729832531       27.0511815980        4.7344776966
  2       17.4054243871       26.3113352187        8.0099995657
  3       17.5344608879       26.1021974157        6.8763281138
  2       17.6634973887       25.8930596128        5.7426566619
  2       21.8904930545        2.1464685082       26.8115379681
  3       21.7112824963        1.2965790699       26.0426611778
  2       21.5320719381        0.4466896316       25.2737843877
  2       19.4826697176       29.3539034571       23.4550768187
  3       19.1904288244       30.4638850632       23.2873386467
  2       18.8981879312       31.5738666694       23.1196004747
  2       19.6096903924       22.2219637056       21.9481165658
  3       20.4183819886       21.7494197424       21.2637773918
  2       21.2270735847       21.2768757791       20.5794382177
  2       12.8988066590       19.2626162459       28.5479139157
  3       13.0668021575       19.6487488455       29.6287835324
  2       13.2347976560       20.0348814450       30.7096531489
  2        2.8552783611       22.1033985916       21.5322311222
  3        3.3408510049       22.9949434471       22.0934503113
