# Molecule: CO2                     
# Box 1                   Boltzmann             Biased
   0.3943638624E-002   0.7986046852E+003   0.7963557525E+003
   0.3945424733E-002   0.7989322772E+003   0.7966672531E+003
   0.3947210842E-002   0.7992346034E+003   0.7969561805E+003
   0.3948996951E-002   0.7995123610E+003   0.7972235421E+003
   0.3950783061E-002   0.7997665210E+003   0.7974706080E+003
   0.3952569170E-002   0.7999983320E+003   0.7976989062E+003
   0.3954355279E-002   0.8002093163E+003   0.7979102103E+003
   0.3956141388E-002   0.8004012587E+003   0.7981065203E+003
   0.3957927498E-002   0.8005761880E+003   0.7982900360E+003
   0.3959713607E-002   0.8007363500E+003   0.7984631237E+003
   0.3961499716E-002   0.8008841749E+003   0.7986282775E+003


# Box 2                   Boltzmann             Biased
   0.3557793439E-002   0.6708467796E+002   0.6718379668E+002
   0.3636748585E-002   0.6842841913E+002   0.6865730562E+002
   0.3715703731E-002   0.7090306646E+002   0.7120372236E+002
   0.3794658877E-002   0.7606535644E+002   0.7619589437E+002
   0.3873614024E-002   0.8591726934E+002   0.8563163310E+002
   0.3952569170E-002   0.9917313144E+002   0.9881892709E+002
   0.4031524316E-002   0.1125085473E+003   0.1124191396E+003
   0.4110479462E-002   0.1225096176E+003   0.1224840677E+003
   0.4189434609E-002   0.1271886150E+003   0.1269414695E+003
   0.4268389755E-002   0.1293645217E+003   0.1288698519E+003
   0.4347344901E-002   0.1306892132E+003   0.1300420709E+003


# Molecule: AR                      
# Box 1                   Boltzmann             Biased
   0.3943638624E-002   0.1548569992E+003   0.1555001622E+003
   0.3945424733E-002   0.1551112477E+003   0.1557649475E+003
   0.3947210842E-002   0.1553769843E+003   0.1560399353E+003
   0.3948996951E-002   0.1556535664E+003   0.1563242740E+003
   0.3950783061E-002   0.1559401992E+003   0.1566169658E+003
   0.3952569170E-002   0.1562359377E+003   0.1569168734E+003
   0.3954355279E-002   0.1565396915E+003   0.1572227309E+003
   0.3956141388E-002   0.1568502339E+003   0.1575331583E+003
   0.3957927498E-002   0.1571662163E+003   0.1578466804E+003
   0.3959713607E-002   0.1574861854E+003   0.1581617497E+003
   0.3961499716E-002   0.1578086053E+003   0.1584767708E+003


# Box 2                   Boltzmann             Biased
   0.3557793439E-002   0.1385186256E+003   0.1387613630E+003
   0.3636748585E-002   0.1398970270E+003   0.1401787131E+003
   0.3715703731E-002   0.1423375754E+003   0.1426489960E+003
   0.3794658877E-002   0.1469150023E+003   0.1471809775E+003
   0.3873614024E-002   0.1537566006E+003   0.1539231697E+003
   0.3952569170E-002   0.1609661521E+003   0.1611180976E+003
   0.4031524316E-002   0.1689497432E+003   0.1691285488E+003
   0.4110479462E-002   0.1759339119E+003   0.1761041831E+003
   0.4189434609E-002   0.1797311667E+003   0.1796649133E+003
   0.4268389755E-002   0.1817221953E+003   0.1814319150E+003
   0.4347344901E-002   0.1828949389E+003   0.1825069606E+003


