Simulation state at cycle:     200000
##############################################################################                                           

Number-of-molecules: 1002  

Box-size(s):    30.808604   51.357792

------------------------------------------------------------------------------                                           

Deltas
Translation per molecule type
Box 1    0.8201568350E+000   0.1348775722E+001
Box 2    0.2363238914E+001   0.6250013768E+001

Rotation per molecule type
Box 1    0.4985330886E+002   0.9000000000E+002
Box 2    0.1800000000E+003   0.1800000000E+003

Volume    Delta_Volume
Box 1   0.7156793014E+003
Box 2   0.6138369096E+004

------------------------------------------------------------------------------                                           

Molecules in box 1
##############################################################################                                           
Moleculetype  1
Number-of-molecules: 335   
Atomtype         X                  Y                   Z
  2        4.1450121135       27.1039763203       18.1334012786
  3        4.5730099634       27.9123695427       17.4200162224
  2        5.0010078133       28.7207627650       16.7066311661
  2        4.5444972429       14.6482543122       13.5963347713
  3        5.5442490073       14.5130617446       14.1688899033
  2        6.5440007717       14.3778691770       14.7414450354
  2       25.2743358697       20.5612442136       22.4553778866
  3       26.1903491265       19.8528050293       22.5234486977
  2       27.1063623834       19.1443658449       22.5915195087
  2       25.0175070014       -0.9751428995       26.8707238962
  3       24.7399647319        0.0321817791       26.3668714571
  2       24.4624224624        1.0395064578       25.8630190181
  2       14.5560346788        1.2604394139       14.7501363135
  3       14.1711319905        0.8512295808       15.7650241068
  2       13.7862293022        0.4420197476       16.7799119002
  2       10.7670858791       16.9385682127        2.2243685818
  3       11.8094398164       17.4179073325        2.3956352682
  2       12.8517937537       17.8972464522        2.5669019544
  2        6.1095856309        8.7228316659       10.5937952184
  3        7.2417190814        8.9440189949       10.7160654757
  2        8.3738525319        9.1652063236       10.8383357331
  2        4.5754494343        3.2661113246       14.5253925853
  3        5.3531276129        3.6314155408       13.7460534547
  2        6.1308057915        3.9967197569       12.9667143243
  2       27.6659986905        4.9702136182       16.5068398035
  3       26.9508458769        5.8414006313       16.2326325066
  2       26.2356930633        6.7125876442       15.9584252095
  2       18.2655605787        4.2803529731       15.6263160604
  3       18.3004096430        5.1495494269       14.8589288914
  2       18.3352587071        6.0187458808       14.0915417223
  2       15.9259208260       22.5995476832        1.3059523350
  3       16.6236814343       22.4057597537        0.3997645113
  2       17.3214420426       22.2119718243       -0.5064233124
  2        3.3338699711       18.1854480198       28.7505902902
  3        2.9419915461       17.4934488957       27.9060972399
  2        2.5501131209       16.8014497715       27.0616041895
  2       24.5089644926       28.5265481437        2.6810668087
  3       25.5387911675       28.9963723018        2.9346851836
  2       26.5686178425       29.4661964598        3.1883035585
  2        5.3397917522       19.9308227048       19.7234523876
  3        6.1111593437       19.2249231744       20.2257450229
  2        6.8825269354       18.5190236439       20.7280376583
  2       17.4805636280        8.1943719020        6.3330821097
  3       17.5610061685        7.0408464798        6.2408427583
  2       17.6414487089        5.8873210575        6.1486034068
  2        4.9587139341       10.9106722408       18.4211154008
  3        5.5394308457       10.4773656213       17.5152383439
  2        6.1201477573       10.0440590019       16.6093612871
  2       19.8306015394       22.2854622162        8.4968465409
  3       19.5152852469       21.7257995117        9.4627416144
  2       19.1999689545       21.1661368073       10.4286366879
  2       16.7528608447        3.3823118863       13.1857981162
  3       15.8830183797        3.4437230364       12.4208126543
  2       15.0131759146        3.5051341864       11.6558271926
  2       11.7113688486        9.6666467809        7.0026289858
  3       10.7008484054        9.1718975157        7.2848905641
  2        9.6903279623        8.6771482507        7.5671521424
  2       15.9386497337       25.4121906368       13.7370437008
  3       16.4720161600       25.0873544926       14.7145925409
  2       17.0053825863       24.7625183484       15.6921413809
  2       26.1994133077       21.3910853153        2.6377338344
  3       27.2081940034       21.5163756126        3.1965395694
  2       28.2169746989       21.6416659098        3.7553453045
  2       17.0527095868       19.9259127745       25.2469451907
  3       16.7665899011       20.3547837021       26.2860819733
  2       16.4804702153       20.7836546295       27.3252187559
  2       19.2765353699       20.6727886955        6.0438522981
  3       18.9093501710       20.4093061551        4.9755115376
  2       18.5421649720       20.1458236147        3.9071707771
  2       11.6745122540       24.4894460643        0.1179832649
  3       11.6874931761       25.2242069210        1.0155120828
  2       11.7004740981       25.9589677778        1.9130409008
  2       13.2566219960        9.0120894534       28.1600694124
  3       13.2757435872        8.4072612351       27.1704143254
  2       13.2948651785        7.8024330168       26.1807592385
  2        9.3377932690       27.8613323078        3.4968559662
  3        9.9320738322       28.8445107837        3.3362611451
  2       10.5263543955       29.8276892598        3.1756663240
  2       21.6439444887        3.5911515141        2.3726536486
  3       20.7782374188        2.8837411223        2.6820430579
  2       19.9125303489        2.1763307303        2.9914324673
  2       13.0570659332       26.8275958383       27.4433212533
  3       12.8597277474       25.7048896892       27.6582364535
  2       12.6623895616       24.5821835401       27.8731516538
  2       14.5308789649       29.8812473618       28.0132811314
  3       14.9835775265       29.0225649994       27.3781995517
  2       15.4362760881       28.1638826370       26.7431179719
  2       -0.9958890588       15.1617718629       16.6408007005
  3        0.1404784802       14.9422855977       16.5627328102
  2        1.2768460193       14.7227993325       16.4846649198
  2       18.8672266084       29.9446579032       31.7803285560
  3       19.3224260369       29.5700581297       30.7812947777
  2       19.7776254654       29.1954583562       29.7822609994
  2       23.4083222918        3.1905388986       24.0453634336
  3       23.0600163364        3.5994834189       23.0172353575
  2       22.7117103809        4.0084279390       21.9891072815
  2       14.7294600915        9.9038927005       24.2492531047
  3       15.2173741891        9.6272980866       23.2338540437
  2       15.7052882867        9.3507034726       22.2184549829
  2       27.9204828660        5.1913658233        9.8006431875
  3       27.3240184949        4.1978524533        9.8531925694
  2       26.7275541237        3.2043390833        9.9057419513
  2       23.1018304363       12.8879994709        3.1817377062
  3       22.1821541204       12.4215544593        2.6504896236
  2       21.2624778046       11.9551094477        2.1192415411
  2       27.5825003831       16.2048641066       20.9020600602
  3       26.7898292952       16.3422487551       21.7377621631
  2       25.9971582074       16.4796334037       22.5734642661
  2       13.6455117855       10.4754282596       11.4084520569
  3       13.1626119379       11.4579689066       11.7918860332
  2       12.6797120903       12.4405095536       12.1753200094
  2        6.9193038375        7.2497742471        7.3906283024
  3        6.3339946156        6.2708618744        7.1791012794
  2        5.7486853937        5.2919495018        6.9675742566
  2       11.0298189047        9.7390003402        1.9568649340
  3       10.8253226944        9.7973191243        3.0972070841
  2       10.6208264842        9.8556379084        4.2375492343
  2        1.6324073094        7.2908260393       21.7605881313
  3        2.1105259568        7.1983773943       20.7077558525
  2        2.5886446040        7.1059287492       19.6549235738
  2       13.8227129815       15.2869141164       15.8869150267
  3       14.8565201466       15.2192719497       16.4087074016
  2       15.8903273118       15.1516297831       16.9304997765
  2       29.0163869469        8.2666928802       28.1483841363
  3       28.1165512995        7.6554674024       27.7455203589
  2       27.2167156521        7.0442419247       27.3426565816
  2       24.4809053850       15.6071534668       28.9699551398
  3       24.0523548611       16.6289234734       28.6265450318
  2       23.6238043373       17.6506934799       28.2831349238
  2        1.9466698000       11.4756535887       18.5777045449
  3        1.3157911228       10.5717243389       18.9389579271
  2        0.6849124458        9.6677950891       19.3002113093
  2        8.6733622607       25.0618198491        3.1226786968
  3        7.8344404060       25.5098464526        3.7868189563
  2        6.9955185513       25.9578730561        4.4509592158
  2       -0.3164139549       29.1732307492        6.2518731633
  3        0.5320223595       28.4302908884        5.9802186332
  2        1.3804586739       27.6873510277        5.7085641029
  2       16.9431540529        9.4239654261        9.9645526283
  3       16.3784060125        8.8646321896       10.8094230216
  2       15.8136579722        8.3052989530       11.6542934148
  2       26.3575255832        4.8713670451       20.8593261998
  3       27.3048440003        5.1419112977       20.2469589702
  2       28.2521624174        5.4124555503       19.6345917406
  2        5.0759590183       10.4356777022       13.6395187920
  3        5.8558415358        9.5772353570       13.6180712053
  2        6.6357240532        8.7187930118       13.5966236185
  2       24.0089788836       30.5325570290       10.7836910157
  3       23.1037689210       30.2214427020       10.1284026829
  2       22.1985589584       29.9103283750        9.4731143500
  2       18.1424435366        9.4384263462       13.2085552636
  3       18.2196162970       10.5927269198       13.1234991018
  2       18.2967890574       11.7470274935       13.0384429401
  2       11.8785446873       27.6224729040       15.3535729267
  3       12.7808362287       27.1645510632       15.9208273337
  2       13.6831277700       26.7066292225       16.4880817407
  2       24.8640829034       22.0944999901       25.7225434204
  3       23.7651212650       21.9468985877       26.0632737293
  2       22.6661596267       21.7992971855       26.4040040383
  2       17.7248977890       27.0036270721       25.0574999730
  3       16.9799564445       26.1191610697       25.1490547864
  2       16.2350151001       25.2346950673       25.2406095997
  2       28.8138977868        7.3473325695        7.2505667284
  3       29.5624740038        8.1487189443        7.6287380198
  2       30.3110502207        8.9501053193        8.0069093111
  2       16.7309551404        6.8812183499       17.6309421721
  3       15.8169045531        7.5678979503       17.4345175037
  2       14.9028539658        8.2545775507       17.2380928353
  2       27.1294718593        3.0902552295       26.4429934474
  3       27.1447732288        3.7083308235       25.4614903001
  2       27.1600745983        4.3264064174       24.4799871527
  2       21.7836926334       18.1503184034       21.0644147836
  3       22.1789882736       19.2341911222       20.9437446283
  2       22.5742839137       20.3180638410       20.8230744731
  2       30.7225825435       20.4744410332       19.9533490547
  3       30.1606613311       21.0965819820       19.1516102002
  2       29.5987401188       21.7187229309       18.3498713457
  2       21.4826700254       15.1507836593        5.2111966584
  3       21.5194824763       15.3990206005        4.0786670718
  2       21.5562949271       15.6472575418        2.9461374853
  2       12.9891497991       23.8422075582       14.4994302507
  3       12.5164688813       23.2466142248       13.6233929621
  2       12.0437879635       22.6510208913       12.7473556734
  2        2.8417981606        5.0573799862       23.3395999864
  3        3.2870304305        4.6693359365       22.3412062560
  2        3.7322627003        4.2812918866       21.3428125254
  2       29.5176275560        5.0689926020        3.7258659313
  3       30.0183804963        6.0329955442        4.1327379263
