Date and Time     Completed      Estimated Time Left
11-09-2023 18:36      1%    2 days and  20 hours
11-09-2023 19:19      2%    2 days and  20 hours
11-09-2023 20:01      3%    2 days and  20 hours
11-09-2023 20:44      4%    2 days and  20 hours
11-09-2023 21:27      5%    2 days and  19 hours
11-09-2023 22:10      6%    2 days and  19 hours
11-09-2023 22:53      7%    2 days and  18 hours
11-09-2023 23:37      8%    2 days and  18 hours
12-09-2023 00:21      9%    2 days and  17 hours
12-09-2023 01:05     10%    2 days and  17 hours
12-09-2023 01:47     11%    2 days and  16 hours
12-09-2023 02:31     12%    2 days and  15 hours
12-09-2023 03:16     13%    2 days and  15 hours
12-09-2023 04:00     14%    2 days and  14 hours
12-09-2023 04:44     15%    2 days and  13 hours
12-09-2023 05:29     16%    2 days and  13 hours
12-09-2023 06:16     17%    2 days and  12 hours
12-09-2023 07:04     18%    2 days and  12 hours
12-09-2023 07:52     19%    2 days and  12 hours
12-09-2023 08:41     20%    2 days and  11 hours
12-09-2023 09:30     21%    2 days and  11 hours
12-09-2023 10:21     22%    2 days and  10 hours
12-09-2023 11:11     23%    2 days and  10 hours
12-09-2023 12:04     24%    2 days and  10 hours
12-09-2023 12:57     25%    2 days and   9 hours
12-09-2023 13:52     26%    2 days and   9 hours
12-09-2023 14:47     27%    2 days and   9 hours
