Simulation state at cycle:     200000
##############################################################################                                           

Number-of-molecules: 1002  

Box-size(s):    33.507582   55.357873

------------------------------------------------------------------------------                                           

Deltas
Translation per molecule type
Box 1    0.7186130948E+000   0.1292263509E+001
Box 2    0.4633496355E+001   0.2765607738E+002

Rotation per molecule type
Box 1    0.4476943698E+002   0.9000000000E+002
Box 2    0.1800000000E+003   0.1800000000E+003

Volume    Delta_Volume
Box 1   0.7335993972E+003
Box 2   0.1003656884E+005

------------------------------------------------------------------------------                                           

Molecules in box 1
##############################################################################                                           
Moleculetype  1
Number-of-molecules: 459   
Atomtype         X                  Y                   Z
  2        5.4704145224       32.9781725713       27.4823816320
  3        6.2148676326       32.5210679450       26.7192008361
  2        6.9593207428       32.0639633186       25.9560200402
  2       31.8757107246        5.8449309218       14.8555751660
  3       31.2179326583        5.7539523169       13.9044437824
  2       30.5601545919        5.6629737120       12.9533123988
  2        8.5535683559       28.5523712538        4.6576611752
  3        7.4766939680       28.1211618995        4.6578750063
  2        6.3998195802       27.6899525453        4.6580888375
  2       26.7080436749        8.9374013965        0.3403826305
  3       26.5716768894        7.7974312866        0.1746350856
  2       26.4353101038        6.6574611769        0.0088875407
  2       33.1422046619       28.4978114846       10.8586820222
  3       32.9052227152       29.6041059245       11.1147136006
  2       32.6682407684       30.7104003644       11.3707451790
  2        2.6436933713        5.1072815417       24.3841641396
  3        2.2153649197        5.9760992922       23.7459710231
  2        1.7870364681        6.8449170427       23.1077779066
  2       27.7175436437        1.5378104219       33.5368018340
  3       26.6289951979        1.4957466122       33.1381880898
  2       25.5404467521        1.4536828025       32.7395743457
  2       10.7611781088       27.3649448452       11.3673914414
  3        9.8280229435       27.3482080709       12.0562610356
  2        8.8948677781       27.3314712965       12.7451306297
  2        2.8086537897        7.6516950208       26.4758284473
  3        3.5336387708        8.0230841387       25.6499550307
  2        4.2586237518        8.3944732565       24.8240816140
  2       25.0990441918        6.4591151126        4.9771173401
  3       26.0151308081        7.1270824126        5.2224844070
  2       26.9312174244        7.7950497127        5.4678514739
  2       23.7300800680        3.0826300631       23.9593193314
  3       24.5190823878        3.9238690420       23.8352535426
  2       25.3080847074        4.7651080208       23.7111877537
  2       10.1324748628        5.2124669291       23.1225507238
  3       10.5060606285        5.4517831239       24.1943536136
  2       10.8796463943        5.6910993187       25.2661565034
  2       23.3672947274       32.5183356578        2.8367646288
  3       23.8972693629       31.7322578469        3.5052020312
  2       24.4272439982       30.9461800359        4.1736394336
  2       14.0365339437       24.9786514589       11.0750806435
  3       13.1824635567       25.1797793674       11.8338370855
  2       12.3283931697       25.3809072761       12.5925935276
  2       26.4672123247       21.7306849460       16.7384446522
  3       25.5271945089       22.2887123601       16.3504086857
  2       24.5871766933       22.8467397742       15.9623727192
  2       11.2070816801        4.0916078021        5.3424648569
  3       10.8293098572        5.1615703450        5.1014905707
  2       10.4515380343        6.2315328879        4.8605162842
  2        9.3643371087        3.3203720852       31.6531355917
  3        8.7995027078        3.0875378393       32.6392138409
  2        8.2346683071        2.8547035934       33.6252920901
  2        2.6005353322        5.1587264985        3.2742318850
  3        2.0678742148        6.1891551950        3.2648066338
  2        1.5352130974        7.2195838916        3.2553813825
  2       28.3276143548       27.0582313198        2.4959442655
  3       27.2247186634       27.3235176149        2.7385226556
  2       26.1218229719       27.5888039100        2.9811010457
  2        0.7547185611       23.2059895628       29.0459501987
  3        0.6539610161       23.0791423062       30.1945831646
  2        0.5532034712       22.9522950495       31.3432161307
  2       22.7958357371        9.1938218942       15.1397314677
  3       21.6972622635        9.0782224882       14.7856508266
  2       20.5986887898        8.9626230821       14.4315701856
  2       17.2188477320        6.6927332394       32.3154632845
  3       16.2329517403        6.1111661019       32.1273442841
  2       15.2470557488        5.5295989644       31.9392252838
  2       17.2487631917       14.6059569059       23.7631827163
  3       16.7939147579       13.5481381693       23.6227105744
  2       16.3390663239       12.4903194327       23.4822384325
  2       22.3016755913       21.7100245863        2.6790233242
  3       21.4111030263       22.0203744292        2.0036245667
  2       20.5205304613       22.3307242722        1.3282258093
  2       29.8724925849       26.5478749499       11.3423762736
  3       29.7539617296       25.3998119165       11.4585731216
  2       29.6354308743       24.2517488830       11.5747699697
  2       15.8206638184       14.4746171405       14.6211773694
  3       15.8494897626       13.6402342350       15.4265184351
  2       15.8783157067       12.8058513296       16.2318595008
  2       25.3539448273       15.4329845612       22.7332517410
  3       24.2772557975       15.2954414003       22.3240786579
  2       23.2005667677       15.1578982393       21.9149055748
  2        4.6082442512       18.6595580734       17.7059678066
  3        3.8351584129       19.2356628832       17.0609549891
  2        3.0620725744       19.8117676930       16.4159421716
  2       23.1232995655       13.7517617946        8.6521978621
  3       21.9752990960       13.5854207970        8.6471387594
  2       20.8272986265       13.4190797993        8.6420796567
  2       16.3032406670        1.4942443178        2.1481897597
  3       16.1609582980        1.1144309337        3.2349728663
  2       16.0186759289        0.7346175498        4.3217559729
  2       24.6257631026        0.1032304175       28.1547642999
  3       23.8989231186        0.6748865033       27.4543979977
  2       23.1720831347        1.2465425892       26.7540316955
  2        7.8689535236        6.4444104449       12.3337786802
  3        7.2388437687        7.3805702737       12.6024168604
  2        6.6087340139        8.3167301024       12.8710550406
  2       13.0383946802       18.5379887771        4.3322252547
  3       12.1771997063       17.8190039709        4.0372607392
  2       11.3160047324       17.1000191646        3.7422962239
  2       29.7731603348       20.2174983878       26.6330568799
  3       29.3731316348       19.3062353564       26.0370898281
  2       28.9731029348       18.3949723250       25.4411227764
  2       15.8181956088       31.8413859856       31.3177038787
  3       15.7137799068       32.1082547028       32.4417494511
  2       15.6093642050       32.3751234201       33.5657950236
  2        3.5990406280       32.0764664435        3.8179603044
  3        4.6310724517       32.5177259619        4.1108772761
  2        5.6631042753       32.9589854804        4.4037942477
  2       24.6523103892        8.7195625243       25.6679251051
  3       24.0818874990        8.0797334269       24.8863648371
  2       23.5114646087        7.4399043295       24.1048045693
  2       32.9580878135       11.2818040250       19.0781889263
  3       32.2076002152       12.1080085843       19.3940281122
  2       31.4571126171       12.9342131435       19.7098672980
  2       12.2433102331        4.3515318103       32.0660664991
  3       12.7601076815        3.9036973264       31.1290688084
  2       13.2769051298        3.4558628425       30.1920711176
  2       14.2695434878       16.3500666750       30.2508375895
  3       15.1438294192       17.0177138839       29.8827733089
  2       16.0181153507       17.6853610928       29.5147090285
  2       32.0084120995       10.6910474350       15.4632345596
  3       32.6614171915       10.1907497181       14.6453797167
  2       33.3144222837        9.6904520011       13.8275248738
  2       29.6428309809       10.6122028194       13.6988646053
  3       28.9332341605       11.4968222893       13.9428333448
  2       28.2236373402       12.3814417593       14.1868020844
  2       13.8835514343       29.6826087390       17.5154698731
  3       12.8992498379       29.9371734775       18.0739921746
  2       11.9149482415       30.1917382161       18.6325144761
  2       17.0483343179       33.3388213856        6.8811571356
  3       17.6970752133       32.4578375153        6.4956669661
  2       18.3458161088       31.5768536450        6.1101767965
  2       13.9457032958        1.6885904359       17.4625562745
  3       14.1448321998        0.6600704481       17.9606469433
  2       14.3439611038       -0.3684495397       18.4587376121
  2       11.2016140579       22.7293380458       23.0057568000
  3       11.8144552076       21.7644517284       23.2032919105
  2       12.4272963571       20.7995654109       23.4008270210
  2       16.9518231148        9.7712234970       30.9071409811
  3       17.3332835545       10.7925614390       30.5109633172
  2       17.7147439943       11.8138993809       30.1147856534
  2       12.1175464238       14.1354135467        7.4431216736
  3       12.7963475240       14.6854420455        6.6800373291
  2       13.4751486241       15.2354705444        5.9169529845
  2        8.1663295311       33.5420105465       32.2002056356
  3        7.4080447633       32.7622713650       32.6034562027
  2        6.6497599956       31.9825321835       33.0067067698
  2       20.2904438590       26.1153749744       28.0150661801
  3       20.9669469805       25.2776890025       28.4466049839
  2       21.6434501018       24.4400030306       28.8781437876
  2       24.0853982630       23.7776604213        9.2235209085
  3       23.7651838519       23.5220750065       10.3087576692
  2       23.4449694408       23.2664895917       11.3939944299
  2        9.1092225033       18.0808202414       21.3505173628
  3       10.1956563989       17.8277680512       21.6686776677
  2       11.2820902944       17.5747158609       21.9868379726
  2        1.8096017604        5.3041562085       14.8119034933
