Simulation state at cycle:     200000
##############################################################################                                           

Number-of-molecules: 1002  

Box-size(s):    34.075487   58.130719

------------------------------------------------------------------------------                                           

Deltas
Translation per molecule type
Box 1    0.7661592523E+000   0.1302344314E+001
Box 2    0.5765325577E+001   0.2926021877E+002

Rotation per molecule type
Box 1    0.4689523115E+002   0.9000000000E+002
Box 2    0.1800000000E+003   0.1800000000E+003

Volume    Delta_Volume
Box 1   0.7841544799E+003
Box 2   0.1165941562E+005

------------------------------------------------------------------------------                                           

Molecules in box 1
##############################################################################                                           
Moleculetype  1
Number-of-molecules: 479   
Atomtype         X                  Y                   Z
  2       12.5701942712       20.9838483869       17.6126844256
  3       13.0227100071       22.0086414174       17.3116383270
  2       13.4752257429       23.0334344480       17.0105922285
  2       25.9810293237       20.3941646383       32.7044884580
  3       25.3612706863       20.4611430980       31.7262179855
  2       24.7415120488       20.5281215578       30.7479475131
  2       19.4579146813        8.5932251287        1.0580758917
  3       20.0368884012        7.6437659195        0.7280506782
  2       20.6158621212        6.6943067102        0.3980254646
  2        1.5248880064       19.8344565700        3.3950196307
  3        2.0505820953       18.9903787091        3.9923288384
  2        2.5762761844       18.1463008483        4.5896380462
  2        8.3096722841        8.8349496822        9.0761194330
  3        7.7034688784        9.8083043435        8.9009106023
  2        7.0972654727       10.7816590047        8.7257017717
  2        0.6695317462       28.0107121839       30.4727018592
  3        0.0876876491       28.4416784230       29.5664317298
  2       -0.4941564481       28.8726446622       28.6601616005
  2       13.4772032299        5.7230748940       25.1634336665
  3       14.1149769511        5.1701232336       25.9591026565
  2       14.7527506723        4.6171715731       26.7547716465
  2        7.0352680093        7.9414637593       33.5500286419
  3        8.0020761784        8.3222570099       34.0656626832
  2        8.9688843475        8.7030502604       34.5812967244
  2       13.4715741490        6.2053340461        9.8834814484
  3       14.0007200134        7.0283564320        9.2603933273
  2       14.5298658778        7.8513788177        8.6373052062
  2       22.3190491541        6.7408978830       17.9916990914
  3       21.9913885703        7.2322212734       16.9932804078
  2       21.6637279867        7.7235446638       15.9948617241
  2       22.0369423897       15.5070161489        4.7848468851
  3       21.3463219619       15.5617296456        3.8544438230
  2       20.6557015341       15.6164431422        2.9240407609
  2       22.6070366042        6.9814775711        2.8853345498
  3       21.5589080994        6.7408765587        3.3202342971
  2       20.5107795946        6.5002755463        3.7551340444
  2       26.4855211068       20.3016545260       24.6211582826
  3       26.1951923516       21.4227892933       24.6872343570
  2       25.9048635965       22.5439240605       24.7533104313
  2       26.6805846164       25.4819622048       19.2177536826
  3       25.7252341284       26.1398978494       19.2228656950
  2       24.7698836404       26.7978334940       19.2279777075
  2       28.4748112971       13.7013469099       28.5201593523
  3       28.9326099561       13.0651757030       29.3753240051
  2       29.3904086150       12.4290044960       30.2304886577
  2       13.4983857150       12.6411965002       21.5587724493
  3       13.7455875315       12.5249593162       22.6861500164
  2       13.9927893481       12.4087221321       23.8135275836
  2       27.6672896540       12.1512946957       33.1565314699
  3       28.4216894245       11.2792991187       33.0296271756
  2       29.1760891950       10.4073035417       32.9027228812
  2       25.7641974569        6.6178611580        2.1760117729
  3       25.1587222666        7.1146566652        1.3203284098
  2       24.5532470763        7.6114521725        0.4646450466
  2       20.8998414723        3.0170636968        8.5989539157
  3       21.0324267717        3.7077331651        9.5214488067
  2       21.1650120712        4.3984026333       10.4439436977
  2       23.7670028633       28.0471085898        3.1651821224
  3       22.9389169386       27.6924667444        2.4343587082
  2       22.1108310139       27.3378248989        1.7035352940
  2       28.1749383621       14.0570612915        2.4767997472
  3       28.4764910765       14.8505677086        1.6862217773
  2       28.7780437909       15.6440741259        0.8956438076
  2        2.7833320551       11.0583197763       24.3981857057
  3        2.7775978827       12.0800400191       24.9474168636
  2        2.7718637103       13.1017602617       25.4966480215
  2       25.9755962283        6.3511980316       12.0127872565
  3       26.6287623580        6.9206097857       11.2415906141
  2       27.2819284877        7.4900215399       10.4703939717
  2        4.7251962156       20.3056427747       19.1216747077
  3        3.9898079283       19.6950067100       18.4644626695
  2        3.2544196409       19.0843706452       17.8072506312
  2       28.2355189636        4.1261476502        1.0155400441
  3       27.1115602153        3.8968906201        1.1880449607
  2       25.9876014671        3.6676335900        1.3605498774
  2        5.9560253945       32.2808474230       10.7481327167
  3        6.3930777984       32.9625259247        9.9175307563
  2        6.8301302022       33.6442044264        9.0869287959
  2       14.4030955460       18.9638347761       19.3578527653
  3       13.5240406545       18.9270923614       20.1138372179
  2       12.6449857629       18.8903499467       20.8698216706
  2        8.8190870485       31.0156930217        6.1376696343
  3        8.2787087260       32.0286023095        5.9715189704
  2        7.7383304034       33.0415115973        5.8053683064
  2       25.6197042747        0.9598058217       30.5902832141
  3       24.5687035371        0.7416365954       31.0300554714
  2       23.5177027995        0.5234673691       31.4698277288
  2        9.5440583032       28.2596060309        2.7730894336
  3       10.3192055020       29.0151676946        3.1900707191
  2       11.0943527009       29.7707293582        3.6070520046
  2        3.4810310376       17.6043502255        1.7035938904
  3        3.8157138495       18.3123958126        0.8478726378
  2        4.1503966616       19.0204413995       -0.0078486148
  2        2.9901049378       28.8206631063       17.0893093283
  3        3.0751553862       29.4705980326       16.1322560316
  2        3.1602058347       30.1205329591       15.1752027349
  2       24.1180121670       10.0853926396       25.5265636569
  3       23.7991843298        9.0237649878       25.1846637605
  2       23.4803564927        7.9621373359       24.8427638642
  2       18.8931858344       30.3954756272       33.7600306255
  3       19.8175161411       29.7695300579       33.4447440439
  2       20.7418464476       29.1435844885       33.1294574624
  2       16.4440222990        7.1687571205       11.4918078739
  3       16.6645739655        6.1775495274       10.9310365570
  2       16.8851256320        5.1863419345       10.3702652399
  2       29.0364836077       29.4517527277       -0.2317307133
  3       28.7019689902       28.9457315348        0.7570273577
  2       28.3674543728       28.4397103418        1.7457854287
  2       17.7934782161       11.4207872856        0.9354145734
  3       16.6992179887       11.7382299416        0.7176424108
  2       15.6049577612       12.0556725974        0.4998702481
  2        8.6804347878        7.3867105702       30.2972747942
  3        8.4383698627        6.3654460592       30.7912620112
  2        8.1963049376        5.3441815482       31.2852492282
  2       23.3219949228       19.9421966617       27.8990890801
  3       23.7286364565       21.0281177963       27.9309944451
  2       24.1352779902       22.1140389310       27.9628998100
  2       22.1169028222        2.6105821406       29.8894506866
  3       21.7258081674        3.1420548793       30.8434851194
  2       21.3347135125        3.6735276181       31.7975195521
  2       22.7127925569       19.1290892229       32.8733920177
  3       22.2802305753       18.0543368801       32.9316803858
  2       21.8476685938       16.9795845373       32.9899687539
  2        0.3547332165        5.6653446689       14.5825159767
  3        0.9831429968        6.3422577032       15.2842922176
  2        1.6115527770        7.0191707374       15.9860684585
  2       17.7717038173       10.5219061160        4.2470560100
  3       17.2974399785        9.6473182852        3.6505914785
  2       16.8231761397        8.7727304544        3.0541269470
  2       23.7775992755       27.2142624433        5.8842754103
  3       24.1981715429       28.2748399448        6.0937851502
  2       24.6187438103       29.3354174464        6.3032948901
  2       10.8660306362       22.9214142118       12.6087749181
  3       11.4067655334       22.4021992017       13.4939989260
  2       11.9475004305       21.8829841915       14.3792229340
  2        7.7105715385        5.4373894853       20.2211046570
  3        7.2103139724        6.3895343650       19.7866365963
  2        6.7100564062        7.3416792446       19.3521685355
  2       28.3936870300        4.0093541321       23.1497249140
  3       27.6055582718        4.4987920380       23.8460751109
  2       26.8174295136        4.9882299440       24.5424253078
  2       14.8469503008       11.6048628104        3.7416019457
  3       14.2655030755       12.3859029576        3.1111295732
  2       13.6840558501       13.1669431048        2.4806572006
  2       30.3577284557       29.1060161867       29.6641042837
  3       29.4977321502       28.3462328699       29.4945883077
  2       28.6377358447       27.5864495531       29.3250723316
  2       29.0174697929       20.4405818953        2.5350370206
  3       28.8781795856       20.1675265125        1.4162702906
  2       28.7388893783       19.8944711298        0.2975035606
  2        3.9535883171        7.8180582795       28.7577739079
  3        3.9418634247        7.7694048170       29.9166938220
  2        3.9301385323        7.7207513545       31.0756137362
  2       17.8297633066       16.1822760809       28.5079911113
  3       16.7601800533       15.8042289209       28.2657680552
  2       15.6905967998       15.4261817608       28.0235449992
  2       16.7786799130       12.8766522190       20.6512114448
  3       17.0654142044       11.8341221103       20.2310752545
  2       17.3521484958       10.7915920014       19.8109390642
  2       31.1971837692       17.2391469584        2.3091006688
  3       31.0662445986       16.7998230416        3.3746753635
  2       30.9353054282       16.3604991247        4.4402500580
  2       10.2488932067        9.9418621243       17.7502025150
  3        9.3351902943       10.0261930547       18.4598751734
  2        8.4214873819       10.1105239853       19.1695478318
  2        3.6443128790        8.1043846063        2.1943809799
  3        4.6904236342        7.6097567505        2.1131678524
  2        5.7365343895        7.1151288946        2.0319547249
  2       24.6077573947       26.5069173512       11.9861399752
  3       25.6259725167       27.0626472296       11.9846341317
  2       26.6441876387       27.6183771080       11.9831282882
  2       23.5249364877       33.9160205556        4.8883672481
  3       24.2772459905       33.2620678498        5.4816431287
  2       25.0295554933       32.6081151439        6.0749190091
  2       17.3573519382       13.5610497000        3.7273167946
  3       18.2420789418       13.5653094902        4.4775434159
  2       19.1268059454       13.5695692802        5.2277700372
  2       25.3242623315       32.1246276735       26.8289596386
  3       25.9462684722       32.3813668810       25.8840822179
  2       26.5682746129       32.6381060885       24.9392047970
  2       10.1244068618        5.2466947053       28.2599542677
  3       10.4668811734        4.6819418860       27.3063476408
  2       10.8093554850        4.1171890666       26.3527410139
  2        6.5986290578        4.6035322832       26.6124787773
  3        6.5885603990        4.7756690921       25.4653660796
  2        6.5784917402        4.9478059010       24.3182533820
  2       30.8600846944       20.0840721969        5.7296446501
  3       29.8297911747       20.4791663660        6.0874097415
  2       28.7994976548       20.8742605351        6.4451748328
  2       25.2621239554       24.0624571141       32.7471076083
  3       24.5069856635       23.5431957033       33.4582572040
  2       23.7518473718       23.0239342924       34.1694067997
  2       15.7204722413       15.3581433885        0.8623971536
  3       14.8601769118       15.0361599589        0.1540055830
  2       13.9998815824       14.7141765292       -0.5543859875
  2       33.8140778391       19.1064571851       21.8174243497
  3       33.9574566953       18.1308279710       21.2065314456
  2       34.1008355516       17.1551987570       20.5956385416
  2        4.4736552898        3.2287334523       21.7516954635
  3        4.5290728697        2.6178631744       22.7362595272
  2        4.5844904496        2.0069928965       23.7208235908
  2       22.9041511917        4.6732055835       34.2679599551
  3       23.5741027518        3.9569555582       33.6484837179
  2       24.2440543120        3.2407055331       33.0290074808
  2       25.7435014953       14.2876882027        0.7486760559
  3       24.9845259046       13.4107529836        0.7254236589
  2       24.2255503139       12.5338177643        0.7021712620
  2        9.3991262644       22.6449640059       17.6443172388
  3        8.5816939739       22.1175721035       18.2761892446
  2        7.7642616834       21.5901802012       18.9080612505
  2       23.8560578444       25.8221126801       15.2311370327
  3       23.3562423202       25.0589920728       15.9476782949
  2       22.8564267960       24.2958714655       16.6642195571
  2       14.8806696575       11.6408781967       27.6642376070
  3       14.2444920351       12.2197099770       28.4425895857
  2       13.6083144125       12.7985417574       29.2209415643
  2        1.1149607909       22.6827452183       27.0960570046
  3        0.9669329133       23.7690446068       27.4750575139
  2        0.8189050358       24.8553439953       27.8540580233
  2       28.2945000925       28.8027799934        5.9810850355
  3       28.8343260385       29.3726871580        5.1270395029
  2       29.3741519846       29.9425943227        4.2729939705
  2       11.4626602506       23.7455216298       33.1682223277
  3       11.3065245469       22.6168678239       33.3858509759
  2       11.1503888431       21.4882140181       33.6034796241
  2       26.6680524629       32.7656987882       11.4745944626
  3       26.2317815620       32.7234468757       12.5485974780
  2       25.7955106611       32.6811949633       13.6226004933
  2       15.2040792470        5.0687095608       29.6241646706
  3       15.6394945084        4.0008667415       29.4987642585
  2       16.0749097699        2.9330239222       29.3733638464
  2       30.7290618354       17.1507131675       18.1278238140
  3       29.8780497336       17.8887020069       18.4048632978
  2       29.0270376319       18.6266908463       18.6819027817
  2       32.0319828274       15.3901111313       11.7698276819
  3       32.4414325049       16.3294904319       12.3134428870
  2       32.8508821823       17.2688697323       12.8570580922
  2       14.2383116360       22.6893458386       31.1953658600
  3       13.2732507040       22.3209812468       30.6675733581
  2       12.3081897720       21.9526166550       30.1397808562
  2       25.9287036591       10.4779069177        7.1211892187
  3       25.1361179658       11.3104507661        6.9653731113
  2       24.3435322725       12.1429946144        6.8095570041
  2       14.1433905383        5.2014743264        4.0743547490
  3       14.2350101064        4.0453720929        4.0995237860
  2       14.3266296744        2.8892698594        4.1246928229
  2       32.3672820841       19.8463682628       25.3064814447
  3       33.0575765047       18.9150943755       25.3491728899
  2       33.7478709253       17.9838204880       25.3918643351
  2       11.9170751165        2.2992692627       19.8461492548
  3       11.3647816569        3.3027130498       20.0296499380
  2       10.8124881973        4.3061568369       20.2131506210
  2        3.4220244012       18.1251070302        7.9042325111
  3        4.2646577631       17.3458500890        8.0725406718
  2        5.1072911251       16.5665931478        8.2408488324
  2       18.9494987256        7.5765739562       19.3873883789
  3       18.3166443296        7.6011994651       18.4155401924
  2       17.6837899336        7.6258249741       17.4436920058
  2       23.9111814786       30.7931898205        3.6989760113
  3       25.0493932830       30.6068571732        3.5750646198
  2       26.1876050874       30.4205245259        3.4511532282
  2       24.1272101704       34.9659229739       11.4771448137
  3       23.5681897744       33.9744943636       11.7011213917
  2       23.0091693785       32.9830657533       11.9250979699
  2       26.5761921854        6.6243789034       15.0977308226
  3       25.9045309995        7.2971590284       15.7624398979
  2       25.2328698137        7.9699391534       16.4271489733
  2       32.6385484061       13.4053303704       26.4759385265
  3       33.0969255803       12.6560266953       27.2335890850
  2       33.5553027544       11.9067230203       27.9912396435
  2       25.6399162760       15.5225294674       14.4899177105
  3       26.5616941658       15.8230583023       15.1267912783
  2       27.4834720556       16.1235871373       15.7636648460
  2        7.3211666930       26.3038799111       21.3100026539
  3        7.2588193710       25.8828757524       22.3891079824
  2        7.1964720490       25.4618715938       23.4682133109
  2       26.3167229812       17.2750432842       32.4327546684
  3       26.7914641814       16.4139494144       31.8173376226
  2       27.2662053815       15.5528555446       31.2019205767
  2       15.0688484072       20.3705373903       33.8360390187
  3       14.6409916198       19.2965333142       33.7408874873
  2       14.2131348324       18.2225292381       33.6457359559
  2        6.3441812428        1.7214839104        6.5580643329
  3        6.1452443500        2.5392498464        7.3563643933
  2        5.9463074571        3.3570157823        8.1546644539
  2       15.1236167399       25.3937280944        5.2014749561
  3       15.8289274425       26.3125285467        5.2642646179
  2       16.5342381451       27.2313289989        5.3270542797
  2       15.5335202122        3.2098974480       32.3625456135
  3       15.4977292000        3.1027306153       33.5170300325
  2       15.4619381876        2.9955637828       34.6715144514
  2        5.5994192322       28.2165342459        6.4568676223
  3        4.5387839954       28.3900986499        6.8933630888
  2        3.4781487587       28.5636630537        7.3298585553
  2       32.7876604671       28.8880911716       13.0975193322
  3       33.9231369502       28.8182763930       12.8707616353
  2       35.0586134332       28.7484616143       12.6440039384
  2       19.5079141116       22.9434343956        2.9537975044
  3       19.1358414149       22.0138094529        2.3681701704
  2       18.7637687183       21.0841845102        1.7825428364
  2        3.5105712801       21.9474723087       31.2147984916
  3        3.6993483960       22.3430484793       30.1407953753
  2        3.8881255119       22.7386246499       29.0667922590
  2        1.9855774848        1.0642966523       13.5999983293
  3        1.2316830644        0.2371759914       13.2948514541
  2        0.4777886440       -0.5899446693       12.9897045789
  2       15.9085811014       32.9887310441       26.4396631325
  3       16.3308624051       31.9916505639       26.8557268492
  2       16.7531437088       30.9945700835       27.2717905660
  2       22.5139063224       13.9162434769       12.4739933874
  3       22.6938534942       15.0550299163       12.3459915871
  2       22.8738006661       16.1938163556       12.2179897870
  2       34.2765902747       30.6789998678       31.7258581584
  3       33.4770081544       30.2151805913       32.4266720506
  2       32.6774260342       29.7513613149       33.1274859431
  2       10.9705914793       14.6980917927       18.8434244344
  3       11.5996257491       15.6175979920       19.1665718264
  2       12.2286600188       16.5371041913       19.4897192184
  2        7.7554415685        2.6114444952       22.2588549934
  3        8.4923087711        2.0242638591       21.5822120844
  2        9.2291759736        1.4370832231       20.9055691753
  2       10.7583879357       27.8214037692       28.3797674557
  3       10.3935227392       26.7383393065       28.5783745000
  2       10.0286575427       25.6552748439       28.7769815442
  2       14.9558248304       14.2717884412        5.3034115065
  3       14.7063296542       15.4042624470        5.3326481825
  2       14.4568344780       16.5367364528        5.3618848587
  2       21.7567609214        4.3792936584       27.1785461148
  3       22.6753735307        3.6742227182       27.2465596673
  2       23.5939861399        2.9691517778       27.3145732196
  2        3.2837014757        0.7299573526       29.0193381688
  3        3.4035767985        0.4184310399       27.9084010583
  2        3.5234521214        0.1069047273       26.7974639478
  2       31.9212753962       10.5792284775        1.4372219607
  3       31.7569900368       11.3453597658        0.5818546888
  2       31.5927046773       12.1114910540       -0.2735125831
  2       33.2665465658        1.1795030746       25.7435034190
  3       33.8435093140        0.6967327742       26.6264795366
  2       34.4204720621        0.2139624738       27.5094556543
  2       22.3401263733       26.5520224394       26.3996165406
  3       22.9652896760       25.6026367969       26.1684504821
  2       23.5904529787       24.6532511542       25.9372844238
  2       18.2489552366       23.1851045163       27.8861478438
  3       18.4302834892       24.2888949929       28.1933393945
  2       18.6116117418       25.3926854693       28.5005309451
  2       11.8876735465       29.3116989678       14.4732618652
  3       12.2571153240       28.2127312484       14.4360768597
  2       12.6265571015       27.1137635289       14.3988918541
  2        8.1310341750       22.0037336340       10.3632822844
  3        7.7592287950       22.7073565966       11.2072464340
  2        7.3874234149       23.4109795591       12.0512105837
  2       30.9473644899        3.9313362218        8.5468718617
  3       31.8958161017        3.5314778186        8.0119393450
  2       32.8442677135        3.1316194154        7.4770068282
  2       21.0592984912       12.7952595295       33.7354751977
  3       20.0180213123       13.2437284532       33.4900827337
  2       18.9767441336       13.6921973770       33.2446902697
  2       28.7513472016        3.3616480135        5.9534920891
  3       27.7039893660        3.1308850932        5.5114626344
  2       26.6566315304        2.9001221728        5.0694331798
  2       12.6711094094        8.6378608470       24.8874996407
  3       11.7464301564        7.9691760883       25.0958958321
  2       10.8217509033        7.3004913299       25.3042920235
  2        0.7397564642       14.8493776217        8.5385401762
  3        0.2833438882       13.7864519091        8.4520734772
  2       -0.1730686876       12.7235261965        8.3656067779
  2        9.5996701366       31.2450932631       11.0848188785
  3       10.1163591580       30.2526997588       11.3910664708
  2       10.6330481793       29.2603062545       11.6973140632
  2       28.4478968724       18.8781978295        9.5837813215
  3       29.5459134266       18.5050202840        9.5573584856
  2       30.6439299808       18.1318427385        9.5309356496
  2        1.3099520304       31.6975117159       28.5002911651
  3        0.2640555222       32.0096887856       28.8930327736
  2       -0.7818409861       32.3218658553       29.2857743821
  2        0.7443399859       13.5409352591       -0.3600219461
  3        0.6932788556       14.5704284014        0.1720838994
  2        0.6422177254       15.5999215438        0.7041897450
  2       31.5835446575       25.9560100694       29.3527948489
  3       31.4345005618       24.9514064629       28.7922973456
  2       31.2854564660       23.9468028563       28.2317998421
  2       31.9178563456       11.7301675952       23.9831202112
  3       32.9333912057       12.0604620058       23.5301361605
  2       33.9489260657       12.3907564166       23.0771521098
  2       12.5769941485       15.7365323234        3.1884165312
  3       11.8876606327       15.3770676695        2.3274842071
  2       11.1983271169       15.0176030156        1.4665518830
  2        0.8331816496        6.6937555508       26.5249833238
  3        1.2318533888        5.9704358547       27.3395196715
  2        1.6305251282        5.2471161587       28.1540560191
  2       33.0424570186       22.6924759120        5.7007456229
  3       33.3755416863       21.6498024000        6.0847854017
  2       33.7086263540       20.6071288882        6.4688251806
  2        3.7363062431       33.2408639996        6.3197101911
  3        4.2158292961       32.4074530945        6.9686199729
  2        4.6953523492       31.5740421894        7.6175297546
  2       23.5686438158       10.9658722547       32.3107835634
  3       22.9045151102       10.4559626352       33.1136068581
  2       22.2403864047        9.9460530158       33.9164301528
  2        3.8854000983        3.7457494453       11.2834284356
  3        4.2396330637        2.7354611501       10.8368452220
  2        4.5938660290        1.7251728548       10.3902620083
  2       13.5818464967        3.2801229232       14.7067972382
  3       13.5217179739        4.2023673487       14.0057624457
  2       13.4615894510        5.1246117743       13.3047276532
  2       11.1064724563       32.6423179656       20.2798756125
  3       10.7731608610       33.2999392258       19.3843100600
  2       10.4398492658       33.9575604859       18.4887445075
  2       15.1785153743        6.4745155737       19.9930266438
  3       14.1839032829        6.4224637968       20.5877008404
  2       13.1892911915        6.3704120200       21.1823750371
  2        8.9423745052       29.8435778871       30.2079523860
  3        7.9796066858       29.3393580949       29.8024397144
  2        7.0168388664       28.8351383026       29.3969270426
  2        7.4843833423        5.7913641527        9.4267208759
  3        6.8380701480        6.2726978135       10.2611051769
  2        6.1917569537        6.7540314743       11.0954894780
  2       17.6385535793       26.6783728672       14.8663244159
  3       17.2393401516       26.6602760066       13.7773335331
  2       16.8401267239       26.6421791460       12.6883426503
  2       26.6641458081       26.5688757760       26.9274792777
  3       27.8005458582       26.5997902424       26.6967430168
  2       28.9369459081       26.6307047086       26.4660067560
  2       25.2530383191       18.6626919304        7.1847566359
  3       24.6143610925       19.0258275551        6.2870796795
  2       23.9756838658       19.3889631799        5.3894027230
  2       31.6155050362       27.6710173905        1.7375048212
  3       32.0425233378       27.9440820762        2.7809084093
  2       32.4695416393       28.2171467620        3.8243119973
  2       15.3907763940        9.8102303529       15.7754110984
  3       14.6296928563        8.9941482772       16.0922105530
  2       13.8686093188        8.1780662014       16.4090100077
  2        0.0264731597       19.9764309868       18.4995872180
  3        0.9627976482       20.6351370341       18.6866775581
  2        1.8991221367       21.2938430815       18.8737678982
  2       26.4231826506       29.4058579789       25.6944407244
  3       25.6091255279       28.7989710060       25.1335492883
  2       24.7950684052       28.1920840332       24.5726578521
  2        8.4631104093       25.7745177236       31.5393770111
  3        7.6981405319       24.9430976595       31.2763907687
  2        6.9331706545       24.1116775954       31.0134045263
  2       17.3424580212       13.0298227206       26.2257952627
  3       17.2270927433       13.0758004305       25.0724623087
  2       17.1117274653       13.1217781402       23.9191293546
  2        8.4354595529        9.3199489473       12.1710292670
  3        8.5071215244        8.2083975156       12.4949397123
  2        8.5787834959        7.0968460839       12.8188501576
  2       30.2410501417       26.0358086797        4.6082987662
  3       30.0649953444       24.9735925469        5.0399254520
  2       29.8889405471       23.9113764144        5.4715521378
  2       27.6914174664       25.9437175389        7.9179555301
  3       27.0187960632       25.6538605726        7.0184204351
  2       26.3461746598       25.3640036065        6.1188853403
  2       15.4870377653        7.5105373014       23.2764529081
  3       15.7548332247        8.5973423474       23.5809859673
  2       16.0226286843        9.6841473933       23.8855190265
  2       32.8092810718       10.1106334250       10.5799303461
  3       32.0541004674       10.8991662572       10.1881163248
  2       31.2989198629       11.6876990892        9.7963023035
  2       18.4495319923        1.6872483052       30.9711849943
  3       17.9761661269        0.9201785450       30.2410283395
  2       17.5028002615        0.1531087849       29.5108716847
  2       15.2433003933       10.9809095846       13.0868691817
  3       14.7012172159       11.9290026746       12.6958892312
  2       14.1591340386       12.8770957645       12.3049092806
  2       23.8204181879       12.9348979295       22.5792900796
  3       23.8432251931       12.4498534557       21.5258140719
  2       23.8660321982       11.9648089818       20.4723380641
  2       11.1212232729       21.0418491561       22.7293251567
  3       11.1094633351       19.9376719279       23.0846480416
  2       11.0977033972       18.8334946997       23.4399709265
  2        2.0799047344       12.8406279898        2.7812713857
  3        3.0494024200       12.4079019726        3.2486282426
  2        4.0189001057       11.9751759556        3.7159850995
  2       19.1634038783       12.2928394192       29.3556759556
  3       19.0129576684       11.1603147788       29.1547932112
  2       18.8625114585       10.0277901385       28.9539104668
  2       29.1866031965        9.2577458517       18.2021521072
  3       29.8450379749        9.7271872489       17.3704740343
  2       30.5034727534       10.1966286463       16.5387959612
  2       10.2653048009       15.5020760820       10.2873248064
  3       10.7719236462       16.5219797598       10.0665673975
  2       11.2785424915       17.5418834376        9.8458099884
  2        2.8960310548        4.7881018278       24.9994256390
  3        2.6278768921        3.7674000579       25.4809453605
  2        2.3597227293        2.7466982881       25.9624650820
  2       28.6459090850        4.7130081355       11.3338364395
  3       29.0884516740        3.8802129486       12.0092683263
  2       29.5309942630        3.0474177619       12.6847002132
  2       20.8497482973       12.8407531834       26.1849065453
  3       21.3602647588       12.8750708229       27.2259614152
  2       21.8707812204       12.9093884622       28.2670162850
  2       20.5056705841       26.3002400705       18.9325258528
  3       19.4349843518       26.5725965198       18.5788975784
  2       18.3642981195       26.8449529691       18.2252693040
  2       21.2289102186        8.4983409769       27.2125461156
  3       20.4122275625        7.6971073837       27.0210933319
  2       19.5955449063        6.8958737906       26.8296405483
  2        7.5237303972       13.5976699170        8.3031888323
  3        6.4333117114       13.2144360610        8.4017733198
  2        5.3428930256       12.8312022049        8.5003578073
  2       33.0072419809        9.3080977573        3.6904182229
  3       33.6197518280       10.2505447704        3.9771677908
  2       34.2322616749       11.1929917836        4.2639173587
  2       14.7685303139        3.0396175218       10.7842533883
  3       15.6623753453        2.4482720656       11.2280456946
  2       16.5562203768        1.8569266094       11.6718380009
  2       21.4274988372       12.0324755131        7.7445286472
  3       21.1299859462       11.6017091790        6.7093830317
  2       20.8324730554       11.1709428448        5.6742374163
  2       30.0163022863        7.6424499269       32.1473518738
  3       29.1744852425        7.5581776056       32.9409778818
  2       28.3326681988        7.4739052843       33.7346038899
  2        4.7088729687       31.6430012031        3.5076420014
  3        5.5010437394       32.4440056683        3.2311328394
  2        6.2932145100       33.2450101337        2.9546236774
  2       27.0508218558       10.3762569451       14.5232808314
  3       26.2105148471        9.7406649977       14.0379901893
  2       25.3702078383        9.1050730503       13.5526995471
  2       13.8527354375       19.3506084227       30.9699336397
  3       14.6365279032       19.7267171967       30.2019417381
  2       15.4203203689       20.1028259707       29.4339498365
  2        6.4927632349       24.8651771369       17.1841978034
  3        7.2854778328       25.6515845029       17.4984700116
  2        8.0781924307       26.4379918689       17.8127422199
  2       29.9927498985        1.3015722568       10.2202919505
  3       30.8507009722        0.7754867427       10.7971402727
  2       31.7086520461        0.2494012287       11.3739885948
  2       33.9588655575       27.8078045566       25.9422358255
  3       33.5287433824       27.3388659064       24.9723433278
  2       33.0986212073       26.8699272562       24.0024508302
  2       23.0789395977        8.0556256676       31.6046403561
  3       23.1177812069        6.9396515655       31.2904857240
  2       23.1566228161        5.8236774634       30.9763310918
  2       17.4793397677       16.9604803582        3.5870719869
  3       17.8634526259       16.9004163207        2.4941631968
  2       18.2475654842       16.8403522833        1.4012544067
  2       10.6357996265        3.7811098145        2.5041766988
  3       11.4356245369        4.1370567457        1.7431366900
  2       12.2354494472        4.4930036770        0.9820966813
  2       31.9061220495       31.1679714692        2.9189985876
  3       31.0052022135       31.8867055791        3.0507738824
  2       30.1042823775       32.6054396890        3.1825491772
  2        9.6799153284       -0.8526175509        3.2876196127
  3       10.0949967627        0.1172051761        3.7700626468
  2       10.5100781971        1.0870279030        4.2525056809
  2       19.6310471530       29.2163428826       30.3576204359
  3       19.9254006980       28.0944309401       30.3412014393
  2       20.2197542431       26.9725189973       30.3247824427
  2       20.9496952296       30.0099110546       27.3222293085
  3       19.9866729924       29.8122035464       26.7065184088
  2       19.0236507554       29.6144960381       26.0908075091
  2        9.5802029376       26.1351965699       13.0681091375
  3        9.3804810951       25.4492707835       13.9820112117
  2        9.1807592525       24.7633449971       14.8959132858
  2       13.6656076670       29.0933999514       28.9537637788
