# Molecule: CO2                     
# Box 1                   Boltzmann             Biased
   0.9892338214E+002   0.7495597798E+003   0.7464157547E+003
   0.1001387057E+003   0.7536113199E+003   0.7503072853E+003
   0.1013540293E+003   0.7578335841E+003   0.7543992077E+003
   0.1025693529E+003   0.7621747288E+003   0.7586480245E+003
   0.1037846764E+003   0.7665731218E+003   0.7629981457E+003
   0.1050000000E+003   0.7709621709E+003   0.7673856968E+003
   0.1062153236E+003   0.7752759609E+003   0.7717436811E+003
   0.1074306471E+003   0.7794547075E+003   0.7760076345E+003
   0.1086459707E+003   0.7834490972E+003   0.7801207778E+003
   0.1098612943E+003   0.7872229064E+003   0.7840378236E+003
   0.1110766179E+003   0.7907537420E+003   0.7877269744E+003


# Box 2                   Boltzmann             Biased
   0.1037836085E+003   0.1127476605E+003   0.1123827917E+003
   0.1040268868E+003   0.1128853434E+003   0.1125190332E+003
   0.1042701651E+003   0.1130230991E+003   0.1126564299E+003
   0.1045134434E+003   0.1131615998E+003   0.1127957035E+003
   0.1047567217E+003   0.1133015286E+003   0.1129375718E+003
   0.1050000000E+003   0.1134435687E+003   0.1130827371E+003
   0.1052432783E+003   0.1135883923E+003   0.1132318745E+003
   0.1054865566E+003   0.1137366503E+003   0.1133856202E+003
   0.1057298349E+003   0.1138889609E+003   0.1135445604E+003
   0.1059731132E+003   0.1140458990E+003   0.1137092215E+003
   0.1062163915E+003   0.1142079870E+003   0.1138800606E+003


# Molecule: AR                      
# Box 1                   Boltzmann             Biased
   0.9892338214E+002   0.1813686592E+003   0.1822297752E+003
   0.1001387057E+003   0.1799876244E+003   0.1809103974E+003
   0.1013540293E+003   0.1785281543E+003   0.1795028699E+003
   0.1025693529E+003   0.1770102828E+003   0.1780238500E+003
   0.1037846764E+003   0.1754580258E+003   0.1764947862E+003
   0.1050000000E+003   0.1738975719E+003   0.1749405109E+003
   0.1062153236E+003   0.1723551313E+003   0.1733872943E+003
   0.1074306471E+003   0.1708548185E+003   0.1718606800E+003
   0.1086459707E+003   0.1694169310E+003   0.1703834838E+003
   0.1098612943E+003   0.1680568672E+003   0.1689742816E+003
   0.1110766179E+003   0.1667847590E+003   0.1676465760E+003


# Box 2                   Boltzmann             Biased
   0.1037836085E+003   0.1834245351E+003   0.1836301745E+003
   0.1040268868E+003   0.1840642380E+003   0.1842782885E+003
   0.1042701651E+003   0.1847088157E+003   0.1849305537E+003
   0.1045134434E+003   0.1853579805E+003   0.1855866222E+003
   0.1047567217E+003   0.1860113856E+003   0.1862460904E+003
   0.1050000000E+003   0.1866686187E+003   0.1869084940E+003
   0.1052432783E+003   0.1873291972E+003   0.1875733052E+003
   0.1054865566E+003   0.1879925657E+003   0.1882399319E+003
   0.1057298349E+003   0.1886580967E+003   0.1889077197E+003
   0.1059731132E+003   0.1893250933E+003   0.1895759554E+003
   0.1062163915E+003   0.1899927946E+003   0.1902438740E+003


