Date and Time     Completed      Estimated Time Left
11-09-2023 18:37      1%    2 days and  21 hours
11-09-2023 19:18      2%    2 days and  20 hours
11-09-2023 19:59      3%    2 days and  19 hours
11-09-2023 20:41      4%    2 days and  18 hours
11-09-2023 21:22      5%    2 days and  18 hours
11-09-2023 22:04      6%    2 days and  17 hours
11-09-2023 22:46      7%    2 days and  17 hours
11-09-2023 23:28      8%    2 days and  16 hours
12-09-2023 00:10      9%    2 days and  15 hours
12-09-2023 00:51     10%    2 days and  15 hours
12-09-2023 01:33     11%    2 days and  14 hours
12-09-2023 02:14     12%    2 days and  13 hours
12-09-2023 02:56     13%    2 days and  12 hours
12-09-2023 03:37     14%    2 days and  12 hours
12-09-2023 04:18     15%    2 days and  11 hours
12-09-2023 05:00     16%    2 days and  10 hours
12-09-2023 05:41     17%    2 days and  10 hours
12-09-2023 06:22     18%    2 days and   9 hours
12-09-2023 07:04     19%    2 days and   8 hours
12-09-2023 07:45     20%    2 days and   7 hours
12-09-2023 08:26     21%    2 days and   7 hours
12-09-2023 09:07     22%    2 days and   6 hours
12-09-2023 09:49     23%    2 days and   5 hours
12-09-2023 10:30     24%    2 days and   5 hours
12-09-2023 11:11     25%    2 days and   4 hours
12-09-2023 11:53     26%    2 days and   3 hours
12-09-2023 12:34     27%    2 days and   3 hours
12-09-2023 13:15     28%    2 days and   2 hours
12-09-2023 13:57     29%    2 days and   1 hours
12-09-2023 14:39     30%    2 days and   1 hours
12-09-2023 15:21     31%    1 days and  24 hours
12-09-2023 16:02     32%    1 days and  23 hours
12-09-2023 16:44     33%    1 days and  23 hours
12-09-2023 17:26     34%    1 days and  22 hours
12-09-2023 18:08     35%    1 days and  21 hours
12-09-2023 18:50     36%    1 days and  21 hours
12-09-2023 19:32     37%    1 days and  20 hours
12-09-2023 20:14     38%    1 days and  19 hours
12-09-2023 20:57     39%    1 days and  19 hours
12-09-2023 21:40     40%    1 days and  18 hours
12-09-2023 22:22     41%    1 days and  17 hours
12-09-2023 23:05     42%    1 days and  17 hours
12-09-2023 23:48     43%    1 days and  16 hours
13-09-2023 00:30     44%    1 days and  15 hours
13-09-2023 01:12     45%    1 days and  15 hours
13-09-2023 01:54     46%    1 days and  14 hours
13-09-2023 02:37     47%    1 days and  13 hours
13-09-2023 03:19     48%    1 days and  12 hours
13-09-2023 04:02     49%    1 days and  12 hours
13-09-2023 04:45     50%    1 days and  11 hours
13-09-2023 05:27     51%    1 days and  10 hours
13-09-2023 06:09     52%    1 days and  10 hours
13-09-2023 06:52     53%    1 days and   9 hours
13-09-2023 07:33     54%    1 days and   8 hours
13-09-2023 08:15     55%    1 days and   8 hours
13-09-2023 08:57     56%    1 days and   7 hours
13-09-2023 09:39     57%    1 days and   6 hours
13-09-2023 10:20     58%    1 days and   6 hours
13-09-2023 11:02     59%    1 days and   5 hours
13-09-2023 11:43     60%    1 days and   4 hours
13-09-2023 12:25     61%    1 days and   4 hours
13-09-2023 13:07     62%    1 days and   3 hours
13-09-2023 13:49     63%    1 days and   2 hours
13-09-2023 14:30     64%    1 days and   1 hours
13-09-2023 15:12     65%    1 days and   1 hours
13-09-2023 15:53     66%   23 hours and  33 minutes
13-09-2023 16:34     67%   22 hours and  51 minutes
13-09-2023 17:15     68%   22 hours and   9 minutes
13-09-2023 17:56     69%   21 hours and  28 minutes
13-09-2023 18:37     70%   20 hours and  46 minutes
13-09-2023 19:18     71%   20 hours and   4 minutes
13-09-2023 19:59     72%   19 hours and  22 minutes
13-09-2023 20:40     73%   18 hours and  40 minutes
13-09-2023 21:21     74%   17 hours and  59 minutes
13-09-2023 22:02     75%   17 hours and  17 minutes
13-09-2023 22:44     76%   16 hours and  35 minutes
13-09-2023 23:25     77%   15 hours and  54 minutes
14-09-2023 00:06     78%   15 hours and  12 minutes
14-09-2023 00:47     79%   14 hours and  31 minutes
14-09-2023 01:29     80%   13 hours and  49 minutes
14-09-2023 02:10     81%   13 hours and   8 minutes
14-09-2023 02:52     82%   12 hours and  26 minutes
14-09-2023 03:33     83%   11 hours and  45 minutes
14-09-2023 04:15     84%   11 hours and   3 minutes
14-09-2023 04:56     85%   10 hours and  22 minutes
14-09-2023 05:37     86%    9 hours and  40 minutes
14-09-2023 06:19     87%    8 hours and  59 minutes
14-09-2023 07:00     88%    8 hours and  17 minutes
14-09-2023 07:41     89%    7 hours and  35 minutes
14-09-2023 08:22     90%    6 hours and  54 minutes
14-09-2023 09:03     91%    6 hours and  12 minutes
14-09-2023 09:45     92%    5 hours and  31 minutes
14-09-2023 10:26     93%    4 hours and  50 minutes
14-09-2023 11:08     94%    4 hours and   8 minutes
14-09-2023 11:49     95%    3 hours and  27 minutes
14-09-2023 12:30     96%    2 hours and  45 minutes
14-09-2023 13:11     97%    2 hours and   4 minutes
14-09-2023 13:53     98%    1 hours and  22 minutes
14-09-2023 14:35     99%   41 minutes and 25 seconds
14-09-2023 15:16    100%    0 minutes and  0 seconds
