# Molecule: CO2                     
# Box 1                   Boltzmann             Biased
   0.3942466620E-002   0.7991996508E+003   0.7960975672E+003
   0.3944487130E-002   0.7996889408E+003   0.7966238819E+003
   0.3946507640E-002   0.8001786423E+003   0.7971515881E+003
   0.3948528150E-002   0.8006699574E+003   0.7976819552E+003
   0.3950548660E-002   0.8011641353E+003   0.7982162881E+003
   0.3952569170E-002   0.8016624631E+003   0.7987559153E+003
   0.3954589680E-002   0.8021662533E+003   0.7993021750E+003
   0.3956610190E-002   0.8026768287E+003   0.7998563980E+003
   0.3958630700E-002   0.8031955045E+003   0.8004198882E+003
   0.3960651210E-002   0.8037235679E+003   0.8009939012E+003
   0.3962671720E-002   0.8042622554E+003   0.8015796209E+003


# Box 2                   Boltzmann             Biased
   0.3824218808E-002   0.7998874472E+002   0.7993135090E+002
   0.3849888880E-002   0.8227179318E+002   0.8217600062E+002
   0.3875558953E-002   0.8482273381E+002   0.8469518846E+002
   0.3901229025E-002   0.8766503966E+002   0.8751936016E+002
   0.3926899097E-002   0.9082821032E+002   0.9067566479E+002
   0.3952569170E-002   0.9431666016E+002   0.9416275394E+002
   0.3978239242E-002   0.9806421918E+002   0.9791626432E+002
   0.4003909315E-002   0.1019120525E+003   0.1017945051E+003
   0.4029579387E-002   0.1056499253E+003   0.1056121176E+003
   0.4055249460E-002   0.1090989606E+003   0.1092003886E+003
   0.4080919532E-002   0.1121609564E+003   0.1124398051E+003


# Molecule: AR                      
# Box 1                   Boltzmann             Biased
   0.3942466620E-002   0.1534392389E+003   0.1543063785E+003
   0.3944487130E-002   0.1535897816E+003   0.1544446227E+003
   0.3946507640E-002   0.1537356868E+003   0.1545772690E+003
   0.3948528150E-002   0.1538764233E+003   0.1547037829E+003
   0.3950548660E-002   0.1540114491E+003   0.1548236305E+003
   0.3952569170E-002   0.1541402164E+003   0.1549362854E+003
   0.3954589680E-002   0.1542621797E+003   0.1550412369E+003
   0.3956610190E-002   0.1543768027E+003   0.1551379988E+003
   0.3958630700E-002   0.1544835681E+003   0.1552261186E+003
   0.3960651210E-002   0.1545819869E+003   0.1553051877E+003
   0.3962671720E-002   0.1546716083E+003   0.1553748509E+003


# Box 2                   Boltzmann             Biased
   0.3824218808E-002   0.1522721849E+003   0.1524390988E+003
   0.3849888880E-002   0.1539814998E+003   0.1541574534E+003
   0.3875558953E-002   0.1557798882E+003   0.1559541744E+003
   0.3901229025E-002   0.1576973858E+003   0.1578689534E+003
   0.3926899097E-002   0.1597903417E+003   0.1599601373E+003
   0.3952569170E-002   0.1621246323E+003   0.1622917564E+003
   0.3978239242E-002   0.1647394270E+003   0.1649057265E+003
   0.4003909315E-002   0.1676076910E+003   0.1677888287E+003
   0.4029579387E-002   0.1706286274E+003   0.1708593055E+003
   0.4055249460E-002   0.1736650015E+003   0.1739848643E+003
   0.4080919532E-002   0.1765885468E+003   0.1770131374E+003


