Simulation state at cycle:     200000
##############################################################################                                           

Number-of-molecules: 1002  

Box-size(s):    34.342274   68.766814

------------------------------------------------------------------------------                                           

Deltas
Translation per molecule type
Box 1    0.7337372363E+000   0.1054031585E+001
Box 2    0.1065728155E+002   0.3447331016E+002

Rotation per molecule type
Box 1    0.4377815521E+002   0.9000000000E+002
Box 2    0.1800000000E+003   0.1800000000E+003

Volume    Delta_Volume
Box 1   0.6777051796E+003
Box 2   0.2132817577E+005

------------------------------------------------------------------------------                                           

Molecules in box 1
##############################################################################                                           
Moleculetype  1
Number-of-molecules: 511   
Atomtype         X                  Y                   Z
  2       14.0200880656       26.8878654600        1.6698487809
  3       12.9550766793       26.4293963794        1.6358362952
  2       11.8900652930       25.9709272988        1.6018238095
  2        5.1703608822        7.1610588426       21.1009767723
  3        4.4705641947        7.9716364458       21.5469011442
  2        3.7707675071        8.7822140490       21.9928255161
  2       31.7476408049        2.8340931757        2.6599970388
  3       30.7797156485        2.5806520009        2.0730656435
  2       29.8117904923        2.3272108262        1.4861342482
  2        3.0415067913        3.5870865103       11.7813418752
  3        3.5010196387        2.5403493221       11.5843921305
  2        3.9605324860        1.4936121338       11.3874423857
  2        6.5977512837       24.3708674053       18.2015617475
  3        6.4470289392       24.0633828893       19.3098649764
  2        6.2963065949       23.7558983735       20.4181682054
  2        6.0057287101       27.5431555487       29.3956273524
  3        5.0392772228       26.9073714507       29.3098946082
  2        4.0728257354       26.2715873526       29.2241618640
  2       34.5809650094       18.4795327106       30.9063826292
  3       33.5842419879       18.4802347292       31.4997987780
  2       32.5875189664       18.4809367479       32.0932149267
  2       14.3745261479       14.9189928239        1.0196736036
  3       13.3052023262       14.8556557129        0.5745500538
  2       12.2358785044       14.7923186019        0.1294265041
  2       20.9484275506       30.4544562968        7.4497439169
  3       21.1688684642       31.0984163516        8.3890634853
  2       21.3893093777       31.7423764063        9.3283830537
  2       25.4573598270       20.1573078804        2.6441315071
  3       25.0885717172       19.2119792955        3.2062250908
  2       24.7197836074       18.2666507106        3.7683186743
  2       20.0146741857        4.7604491036       25.2262849993
  3       20.0804675572        4.9397447016       24.0821152913
  2       20.1462609286        5.1190402997       22.9379455832
  2       20.0216781437        3.8437772954       34.7038366763
  3       19.1923424728        3.5508761930       33.9475223969
  2       18.3630068019        3.2579750907       33.1912081175
  2       27.3965557585       10.6175423433       22.7855918300
  3       27.0293436246       10.6103226314       21.6852722744
  2       26.6621314906       10.6031029194       20.5849527189
  2        5.4539418373       33.1214738203       26.2999203293
  3        4.4065968480       33.1795679915       25.8046491504
  2        3.3592518588       33.2376621626       25.3093779714
  2       15.5175730003       11.7393408571        0.9145929361
  3       16.1890627986       11.0838970590        0.2326142866
  2       16.8605525968       10.4284532608       -0.4493643628
  2        6.0423989549        3.5223216121        5.0897239382
  3        6.5695735211        3.8043640516        6.0837757673
  2        7.0967480872        4.0864064912        7.0778275966
  2       15.5026193677        3.8019690841       30.8003479217
  3       14.5127557137        4.2225241608       31.2349780795
  2       13.5228920597        4.6430792374       31.6696082373
  2       21.3892729117        2.8187728561       29.0984313064
  3       22.4253025495        2.3616192405       28.8469294947
  2       23.4613321874        1.9044656250       28.5954276830
  2       21.7589543456       28.9801225965       18.5903462976
  3       21.4533341920       29.4583864134       17.5786842775
  2       21.1477140383       29.9366502304       16.5670222573
  2        6.3417618617       14.9027905582       17.0221469474
  3        5.4350562800       14.6165272405       17.6866304317
  2        4.5283506982       14.3302639227       18.3511139160
  2       28.8922336597       11.7311211221       25.2100488032
  3       27.7830191173       11.5138014724       25.4708461741
  2       26.6738045748       11.2964818227       25.7316435450
  2       12.7667874070       26.2247967178       19.5772414949
  3       13.8412429492       26.1511911374       19.1462803524
  2       14.9156984914       26.0775855568       18.7153192099
  2       11.2771304252       26.7739757117       14.5703439817
  3       11.6882426047       27.0711835464       15.6135382488
  2       12.0993547842       27.3683913811       16.6567325158
  2       32.0177319853       16.9119043403        1.2776136874
  3       32.9974130411       17.4241253762        1.6289748114
  2       33.9770940969       17.9363464119        1.9803359353
  2        8.8743295635       21.1140847267       16.6611183584
  3        9.2260516609       20.0293758902       16.4482843710
  2        9.5777737583       18.9446670537       16.2354503835
  2       -0.0479713214        6.5547154506       23.6466566485
  3        0.5786428171        6.7376500727       24.6055568756
  2        1.2052569557        6.9205846947       25.5644571026
  2        8.9490870622       14.1587854679       14.7988556362
  3        8.6964615517       13.4443698761       15.6771441502
  2        8.4438360414       12.7299542844       16.5554326642
  2        2.0411667596        1.7607280515        1.5668570657
  3        1.3030295373        2.6325357263        1.7686114190
  2        0.5648923149        3.5043434012        1.9703657724
  2       24.1701039692       18.5121611932       19.3344624816
  3       24.3834965840       17.4464676519       18.9290480418
  2       24.5968891988       16.3807741106       18.5236336021
  2       14.1519794536        8.5067330905        1.7268106537
  3       13.9522072154        8.2477030461        0.6138890532
  2       13.7524349774        7.9886730018       -0.4990325474
  2       10.0560240183       16.1312896828       27.4596452255
  3       10.0947502319       17.1947075368       26.9978630821
  2       10.1334764454       18.2581253910       26.5360809387
  2        0.0179691077       26.7414727339       32.2550825038
  3        0.7096432746       26.4275677310       33.1318096540
  2        1.4013174416       26.1136627281       34.0085368042
  2       33.8788089271        4.8731164005       31.9620116604
  3       34.1846734634        3.8455630176       32.4049348260
  2       34.4905379998        2.8180096347       32.8478579917
  2       21.8506420608       24.3259817413       31.3761771401
